Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
57,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,1,False
61,White,Male,married,Husband,United States,execution and management,local government,4064,0,doctoral degree,40,False
49,Black,Female,divorced,Unmarried,United States,execution and management,private sector employee,0,0,bachelor's degree,40,False
24,,Male,never married,Other-relative,Guatemala,craft and repair sector,private sector employee,0,0,finished 9th class,58,False
61,Black,Female,widowed,Not-in-family,United States,service sector,private sector employee,0,0,finished 8th class,21,False
26,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 10th class,55,False
56,White,Male,married,Husband,United States,execution and management,federal government,7688,0,bachelor's degree,40,True
19,White,Male,never married,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
40,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector",federal government,0,0,college for less than one year,40,False
38,White,Male,married,Husband,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",99999,0,doctoral degree,55,True
43,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,associate's degree,40,False
35,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,high school graduate,40,True
39,White,Male,married,Husband,United States,office and administrative support,federal government,0,0,high school graduate,40,False
17,White,Female,never married,Own-child,United States,,,0,0,finished 11th class,20,False
20,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,40,False
22,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,45,False
44,White,Female,divorced,Unmarried,,professional specialty,local government,0,0,master's degree,16,False
37,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,50,True
31,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,40,True
29,White,Female,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,40,False
34,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,doctoral degree,60,True
19,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,20,False
64,White,Male,married,Husband,United States,,,0,0,finished 10th class,56,True
63,White,Male,never married,Not-in-family,United States,execution and management,private sector employee,0,0,high school graduate,40,False
52,Black,Female,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,37,False
32,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
24,White,Male,never married,Not-in-family,United States,professional specialty,state government,0,0,bachelor's degree,15,False
54,Black,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
22,White,Male,never married,Not-in-family,United States,execution and management,private sector employee,0,0,college for less than one year,30,False
30,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
27,Black,Male,never married,Not-in-family,United States,,,0,0,bachelor's degree,45,False
41,White,Male,divorced,Not-in-family,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",3674,0,high school graduate,45,False
41,White,Female,never married,Not-in-family,United States,professional specialty,private sector employee,0,1741,bachelor's degree,40,False
22,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,30,False
37,White,Male,divorced,Unmarried,United States,craft and repair sector,private sector employee,1506,0,high school graduate,40,False
25,White,Male,married,Husband,United States,service sector,local government,0,0,college for less than one year,40,False
29,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,40,False
28,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,45,False
40,White,Female,married,Wife,United States,professional specialty,local government,0,0,bachelor's degree,40,True
25,White,Male,married,Husband,Mexico,craft and repair sector,private sector employee,0,0,finished 9th class,40,False
21,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
50,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,40,False
39,White,Male,married,Husband,United States,professional specialty,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,50,True
27,White,Male,married,Husband,,armed forces,federal government,0,0,college for one or more years without a degree,40,True
27,White,Female,married,Wife,United States,service sector,private sector employee,0,0,high school graduate,40,True
30,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,50,False
47,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,40,True
59,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 8th class,40,False
58,White,Male,married,Husband,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,70,True
28,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,40,False
47,White,Female,married,Wife,Italy,office and administrative support,private sector employee,0,0,associate's degree,40,True
22,,Male,never married,Unmarried,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,35,False
31,Black,Male,never married,Own-child,United States,protective services sector,private sector employee,0,0,college for one or more years without a degree,40,False
39,White,Male,divorced,Not-in-family,Mexico,protective services sector,state government,0,0,bachelor's degree,40,True
18,White,Male,never married,Own-child,United States,,,0,0,finished 11th class,35,False
37,White,Male,married,Husband,United States,machine operator and inspector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
30,Black,Female,never married,Not-in-family,United States,,,0,0,high school graduate,40,False
69,White,Female,widowed,Not-in-family,United States,office and administrative support,state government,0,810,college for less than one year,38,False
48,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,finished 11th class,31,False
27,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for one or more years without a degree,35,False
50,White,Male,separated,Not-in-family,United States,craft and repair sector,federal government,0,0,finished 10th class,56,False
21,White,Male,never married,Own-child,United States,professional specialty,private sector employee,0,0,college for less than one year,10,False
56,,Female,widowed,Unmarried,Dominican-Republic,machine operator and inspector,private sector employee,0,0,finished 8th class,40,False
36,White,Male,married,Husband,United States,professional specialty,local government,15024,0,high school graduate,40,True
45,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,True
55,White,Female,never married,Not-in-family,United States,professional specialty,local government,0,0,master's degree,45,False
52,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,True
38,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,40,False
21,White,Female,never married,Own-child,United States,professional specialty,local government,0,0,college for less than one year,25,False
44,White,Male,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,high school graduate,40,True
32,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,48,True
49,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,True
46,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,45,True
47,White,Female,never married,Own-child,United States,service sector,local government,0,0,college for less than one year,20,False
24,Amer-Indian-Eskimo,Female,never married,Other-relative,United States,,,0,0,high school graduate,40,False
46,White,Male,married,Husband,United States,professional specialty,"owner of a incorporated business, professional practice, or farm",0,0,professional degree,45,True
19,White,Female,never married,Own-child,United States,office and administrative support,state government,0,0,college for less than one year,8,False
37,White,Male,divorced,Not-in-family,United States,technology and support sector,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,15,False
30,White,Male,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,45,False
42,White,Male,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,master's degree,50,False
59,White,Male,married,Husband,England,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,40,True
51,White,Male,married,Husband,United States,sales sector,state government,0,1887,college for less than one year,40,True
24,Black,Female,never married,Own-child,,service sector,private sector employee,0,0,high school graduate,20,False
33,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,1672,high school graduate,40,False
18,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,45,False
26,White,Male,married,Husband,United States,protective services sector,local government,0,0,bachelor's degree,43,False
36,White,Female,divorced,Unmarried,United States,sales sector,private sector employee,0,0,associate's degree,40,False
26,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
20,White,Female,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,finished 8th class,52,False
47,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,75,True
49,White,Female,never married,Unmarried,United States,service sector,local government,0,0,college for less than one year,30,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 12th class without diploma,48,False
20,White,Male,never married,Not-in-family,United States,,,0,0,high school graduate,40,False
41,White,Male,separated,Own-child,United States,"transportation, communication, and other public utilities sector",local government,0,0,high school graduate,40,False
32,White,Male,married,Husband,United States,execution and management,private sector employee,0,1887,bachelor's degree,55,True
34,White,Female,married,Wife,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,30,False
33,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",2829,0,college for less than one year,40,False
37,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,99,True
41,White,Female,divorced,Unmarried,United States,service sector,local government,0,0,college for less than one year,45,False
27,White,Female,never married,Not-in-family,United States,professional specialty,local government,0,0,associate's degree,40,False
54,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,40,True
43,Black,Male,married,Unmarried,United States,"agriculture, forestry, and fisheries sector",local government,0,0,high school graduate,40,False
54,Black,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,True
37,White,Male,married,Husband,United States,professional specialty,private sector employee,4064,0,college for less than one year,46,False
26,White,Male,separated,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,finished 11th class,40,False
27,White,Female,never married,Own-child,United States,office and administrative support,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,45,False
31,White,Male,divorced,Unmarried,United States,craft and repair sector,private sector employee,0,0,high school graduate,55,False
25,White,Female,never married,Own-child,United States,office and administrative support,state government,0,0,high school graduate,40,False
17,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,finished 12th class without diploma,32,False
47,Asian-Pac-Islander,Male,married,Husband,Philippines,service sector,private sector employee,0,0,high school graduate,25,False
31,White,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,56,False
37,White,Male,married,Husband,United States,protective services sector,local government,0,0,college for one or more years without a degree,40,True
67,White,Male,married,Husband,United States,sales sector,private sector employee,0,1844,college for less than one year,70,False
56,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,40,True
36,White,Male,married,Husband,Mexico,craft and repair sector,private sector employee,0,0,finished 6th class,40,False
61,White,Male,married,Husband,England,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,professional degree,50,True
56,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,True
28,White,Female,separated,Not-in-family,United States,office and administrative support,local government,5721,0,high school graduate,40,False
68,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,15,False
31,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,45,False
18,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,30,False
41,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,45,True
45,White,Male,married,Husband,United States,service sector,private sector employee,0,1848,finished 9th class,40,True
70,White,Female,widowed,Unmarried,United States,,,0,0,high school graduate,4,False
31,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,40,True
33,White,Male,married,Husband,United States,craft and repair sector,state government,0,0,high school graduate,40,False
46,White,Male,divorced,Not-in-family,United States,execution and management,federal government,0,0,high school graduate,42,False
51,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,60,False
41,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,bachelor's degree,99,False
21,White,Male,never married,Own-child,United States,technology and support sector,private sector employee,0,0,college for less than one year,30,False
21,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,35,False
29,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
34,White,Male,married,Husband,Mexico,professional specialty,local government,0,0,bachelor's degree,45,True
52,White,Female,separated,Other-relative,Cuba,machine operator and inspector,private sector employee,0,0,finished 12th class without diploma,40,False
38,White,Female,divorced,Unmarried,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
62,White,Female,married,Wife,United States,,,0,0,college for less than one year,45,True
33,White,Male,never married,Not-in-family,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,70,False
19,White,Female,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
37,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,55,False
27,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,40,False
40,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,45,True
20,White,Male,never married,Own-child,United States,professional specialty,state government,0,0,college for less than one year,40,False
40,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
21,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,10,False
51,Black,Male,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,bachelor's degree,35,False
26,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
47,White,Female,divorced,Unmarried,United States,protective services sector,private sector employee,0,0,college for less than one year,23,False
38,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,college for less than one year,35,True
37,White,Male,separated,Not-in-family,United States,execution and management,private sector employee,0,0,master's degree,45,True
40,White,Female,married,Wife,United States,professional specialty,federal government,0,0,college for one or more years without a degree,65,True
35,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
42,Black,Female,never married,Unmarried,Haiti,service sector,private sector employee,0,0,high school graduate,28,False
63,White,Male,married,Husband,United States,,,0,0,finished 10th class,10,False
42,Black,Female,separated,Not-in-family,United States,sales sector,private sector employee,0,0,associate's degree,40,False
30,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,college for one or more years without a degree,52,False
55,Black,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 10th class,40,True
31,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
20,Black,Male,never married,Not-in-family,,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
42,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
34,Black,Female,separated,Unmarried,United States,service sector,private sector employee,0,0,college for less than one year,37,False
22,White,Female,separated,Unmarried,United States,service sector,private sector employee,0,0,finished 10th class,40,False
58,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,47,True
28,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
46,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,70,False
54,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,98,True
48,White,Male,married,Husband,United States,craft and repair sector,local government,0,0,high school graduate,40,False
35,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
29,White,Female,divorced,Unmarried,United States,technology and support sector,private sector employee,0,0,bachelor's degree,20,False
50,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 10th class,38,False
57,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,high school graduate,40,False
25,,Male,married,Not-in-family,Mexico,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,40,False
17,White,Female,never married,Own-child,United States,,,0,0,finished 11th class,16,False
51,White,Male,married,Husband,United States,professional specialty,federal government,0,0,master's degree,40,True
24,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,37,False
27,Black,Male,never married,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,48,False
26,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,40,True
22,White,Male,never married,Unmarried,United States,craft and repair sector,private sector employee,0,0,finished 11th class,40,False
29,Asian-Pac-Islander,Male,married,Husband,Taiwan,professional specialty,state government,0,0,master's degree,20,False
31,White,Male,separated,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,40,False
32,White,Female,married,Wife,United States,,,0,0,bachelor's degree,20,True
38,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,college for less than one year,55,True
39,White,Female,never married,Own-child,United States,execution and management,private sector employee,0,0,high school graduate,50,False
35,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
34,Black,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,2057,college for less than one year,35,False
35,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,42,False
42,White,Female,divorced,Unmarried,United States,execution and management,private sector employee,0,0,bachelor's degree,38,False
43,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,40,False
23,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
32,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,55,True
43,Black,Female,divorced,Unmarried,United States,professional specialty,private sector employee,0,0,bachelor's degree,60,False
38,Asian-Pac-Islander,Male,married,Husband,China,execution and management,private sector employee,7688,0,bachelor's degree,35,True
65,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,24,False
41,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,50,False
27,White,Male,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,high school graduate,45,False
22,Black,Female,never married,Unmarried,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
26,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,2051,college for less than one year,40,False
45,White,Female,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,80,False
30,White,Female,never married,Not-in-family,United States,technology and support sector,private sector employee,0,0,associate's degree,40,False
27,Asian-Pac-Islander,Male,never married,Own-child,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,False
41,Asian-Pac-Islander,Male,married,Husband,Japan,execution and management,private sector employee,0,0,bachelor's degree,40,True
