Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
18,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,19,False
48,White,Male,married,Husband,United States,service sector,local government,0,0,high school graduate,40,False
55,White,Male,married,Husband,United States,,,0,0,high school graduate,35,False
45,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
41,White,Male,married,Husband,United States,office and administrative support,local government,0,0,college for less than one year,40,True
24,White,Male,never married,Own-child,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
65,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,True
29,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,25,False
71,White,Male,widowed,Not-in-family,United States,execution and management,local government,2050,0,master's degree,20,False
43,White,Female,divorced,Not-in-family,United States,,,0,0,associate's degree,35,False
32,White,Male,separated,Not-in-family,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,50,False
29,White,Male,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,40,False
30,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for one or more years without a degree,40,False
20,Black,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,35,False
50,Asian-Pac-Islander,Male,married,Husband,Laos,office and administrative support,local government,0,0,professional degree,40,True
37,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,1887,college for one or more years without a degree,40,True
59,White,Male,married,Husband,United States,craft and repair sector,local government,0,0,finished 10th class,40,False
24,Asian-Pac-Islander,Female,never married,Own-child,South,sales sector,private sector employee,0,0,bachelor's degree,50,False
37,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,finished 10th class,40,False
27,White,Male,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,bachelor's degree,50,False
38,Black,Female,divorced,Unmarried,United States,cleaning and maintenance sector,federal government,0,0,college for less than one year,40,False
57,White,Female,divorced,Other-relative,,professional specialty,private sector employee,0,0,finished 8th class,20,False
35,White,Female,never married,Not-in-family,United States,office and administrative support,state government,4101,0,bachelor's degree,40,False
28,White,Male,never married,Own-child,United States,machine operator and inspector,federal government,0,0,high school graduate,48,False
23,White,Male,never married,Not-in-family,United States,execution and management,private sector employee,0,0,bachelor's degree,50,False
43,White,Male,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,college for less than one year,38,True
20,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,25,False
50,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,college for less than one year,45,True
18,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,40,False
29,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,associate's degree,35,False
31,White,Male,divorced,Not-in-family,United States,office and administrative support,state government,0,0,high school graduate,40,False
64,White,Female,married,Wife,United States,,,0,0,high school graduate,20,False
35,White,Female,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,30,False
24,Asian-Pac-Islander,Male,never married,Not-in-family,India,professional specialty,state government,0,0,master's degree,20,False
17,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,finished 12th class without diploma,30,False
51,White,Female,married,Wife,Canada,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,2057,college for less than one year,60,False
19,White,Female,never married,Own-child,Mexico,service sector,private sector employee,0,0,finished 9th class,50,False
39,White,Female,married,Wife,United States,office and administrative support,federal government,0,0,high school graduate,40,True
46,White,Male,married,Husband,Mexico,,,0,0,finished 6th class,40,False
23,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,40,False
39,Black,Female,never married,Unmarried,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,48,False
20,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,40,False
21,White,Male,never married,Own-child,United States,technology and support sector,state government,0,0,college for less than one year,30,False
56,White,Male,married,Husband,United States,professional specialty,"owner of a incorporated business, professional practice, or farm",0,0,professional degree,32,True
26,White,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,associate's degree,40,False
36,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,60,True
77,White,Male,married,Husband,United States,,,9386,0,master's degree,6,True
52,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,47,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,60,True
33,White,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,bachelor's degree,5,True
21,Black,Female,never married,Own-child,United States,sales sector,state government,0,1602,college for less than one year,12,False
47,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,True
36,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
22,Black,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,college for less than one year,16,False
51,Black,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,finished 11th class,40,False
42,White,Male,married,Husband,United States,execution and management,private sector employee,15024,0,professional degree,40,True
22,White,Male,divorced,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,40,False
31,Black,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,40,False
44,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,40,True
45,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,bachelor's degree,60,False
65,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,40,True
34,White,Female,divorced,Unmarried,United States,professional specialty,private sector employee,0,0,college for less than one year,6,False
39,White,Female,married,Wife,United States,professional specialty,local government,0,1977,master's degree,20,True
27,Black,Male,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,40,False
65,White,Female,widowed,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,20,False
32,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
34,White,Female,married,Wife,United States,professional specialty,private sector employee,99999,0,bachelor's degree,40,True
32,Black,Female,never married,Own-child,United States,sales sector,private sector employee,0,1669,high school graduate,45,False
47,White,Male,married,Husband,United States,professional specialty,"owner of a incorporated business, professional practice, or farm",0,2415,professional degree,55,True
23,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,2179,high school graduate,60,False
20,White,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,40,False
45,White,Male,divorced,Not-in-family,United States,execution and management,private sector employee,0,1876,college for less than one year,50,False
46,White,Female,divorced,Not-in-family,United States,professional specialty,local government,0,1408,bachelor's degree,40,False
51,White,Male,divorced,Not-in-family,United States,protective services sector,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,81,False
66,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,10,False
59,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 11th class,40,False
37,Black,Female,married,Unmarried,United States,service sector,local government,0,0,associate's degree,50,False
59,White,Male,never married,Not-in-family,United States,execution and management,federal government,0,0,master's degree,40,False
43,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
43,White,Male,married,Husband,United States,service sector,private sector employee,0,0,high school graduate,40,False
31,White,Male,married,Husband,Mexico,machine operator and inspector,private sector employee,0,0,finished 4th class,40,False
22,White,Male,never married,Not-in-family,United States,,,0,0,finished 12th class without diploma,48,False
40,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,45,False
24,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,39,False
23,Asian-Pac-Islander,Male,never married,Own-child,,craft and repair sector,private sector employee,0,0,college for less than one year,40,True
26,Asian-Pac-Islander,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,45,True
32,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,50,True
24,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for one or more years without a degree,40,False
56,White,Male,married,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,40,False
18,Black,Male,never married,Own-child,United States,service sector,private sector employee,0,0,finished 10th class,10,False
61,White,Male,married,Husband,United States,,,0,0,high school graduate,40,False
28,White,Male,never married,Other-relative,Mexico,craft and repair sector,private sector employee,0,0,finished 6th class,40,False
39,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
44,White,Male,never married,Not-in-family,United States,professional specialty,local government,0,0,bachelor's degree,55,False
24,Black,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
50,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,True
65,Black,Female,widowed,Not-in-family,United States,,,0,0,high school graduate,40,False
22,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,15,False
38,White,Male,married,Husband,,professional specialty,private sector employee,0,0,college for less than one year,50,True
22,White,Male,never married,Own-child,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,50,False
52,White,Female,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,40,True
20,White,Female,never married,Own-child,United States,professional specialty,private sector employee,0,0,college for less than one year,15,False
32,White,Female,divorced,Unmarried,United States,technology and support sector,private sector employee,1471,0,high school graduate,38,False
39,White,Female,divorced,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,25,False
21,White,Male,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,20,False
61,White,Female,divorced,Unmarried,United States,service sector,private sector employee,0,0,finished 8th class,40,False
30,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,True
28,White,Male,never married,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,50,False
41,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for one or more years without a degree,45,False
43,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,True
25,White,Female,never married,Own-child,,sales sector,private sector employee,0,0,bachelor's degree,36,False
50,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,True
47,Black,Female,married,Wife,United States,professional specialty,federal government,0,0,high school graduate,40,False
45,Black,Female,widowed,Own-child,United States,private household,private sector employee,0,0,high school graduate,25,False
50,White,Female,never married,Not-in-family,United States,execution and management,state government,0,0,bachelor's degree,40,False
35,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,college for less than one year,40,True
60,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,35,False
40,White,Male,divorced,Own-child,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
27,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,4416,0,high school graduate,40,False
41,White,Female,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,40,False
60,Asian-Pac-Islander,Female,married,Wife,Hong,machine operator and inspector,private sector employee,0,0,finished 11th class,30,False
44,White,Male,married,Husband,United States,professional specialty,private sector employee,7688,0,bachelor's degree,40,True
33,White,Male,never married,Own-child,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,False
34,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,associate's degree,28,False
23,White,Male,never married,Not-in-family,Ecuador,service sector,private sector employee,0,0,bachelor's degree,66,False
44,White,Female,separated,Not-in-family,United States,technology and support sector,private sector employee,0,0,college for less than one year,38,False
25,White,Male,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,36,False
61,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
32,White,Female,divorced,Unmarried,Canada,execution and management,private sector employee,0,0,bachelor's degree,40,False
54,White,Male,married,Husband,United States,sales sector,private sector employee,0,2415,college for less than one year,50,True
20,White,Female,never married,Own-child,United States,,,0,0,college for less than one year,5,False
28,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for one or more years without a degree,50,False
29,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,55,False
38,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for one or more years without a degree,40,True
50,White,Male,divorced,Own-child,United States,office and administrative support,local government,0,0,college for less than one year,43,True
53,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,0,0,associate's degree,48,False
28,White,Female,separated,Unmarried,United States,service sector,local government,0,0,high school graduate,40,False
56,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,1977,master's degree,44,True
57,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
48,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,finished 11th class,40,False
36,White,Male,never married,Other-relative,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
26,Black,Male,never married,Other-relative,,technology and support sector,private sector employee,0,0,high school graduate,40,False
30,White,Male,never married,Other-relative,Mexico,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
25,White,Male,never married,Own-child,United States,execution and management,private sector employee,0,1340,bachelor's degree,40,False
63,Black,Male,separated,Not-in-family,United States,,,0,0,finished 11th class,40,False
47,White,Male,married,Husband,Scotland,professional specialty,private sector employee,0,0,college for less than one year,40,True
35,Asian-Pac-Islander,Male,married,Husband,Cambodia,craft and repair sector,private sector employee,0,0,college for less than one year,40,True
22,White,Female,never married,Other-relative,Mexico,service sector,private sector employee,0,0,college for one or more years without a degree,40,False
23,White,Female,never married,Own-child,United States,execution and management,private sector employee,0,0,bachelor's degree,40,False
45,White,Male,married,Husband,United States,cleaning and maintenance sector,local government,0,0,associate's degree,40,False
39,Black,Male,married,Husband,United States,office and administrative support,federal government,0,1628,high school graduate,40,False
23,White,Female,separated,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
17,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,finished 11th class,20,False
52,White,Male,married,Husband,United States,,,0,0,college for less than one year,80,False
62,White,Female,separated,Unmarried,,professional specialty,state government,0,0,master's degree,24,False
34,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,1485,high school graduate,40,False
19,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
37,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 11th class,40,False
45,White,Female,married,Wife,Canada,office and administrative support,private sector employee,0,0,college for less than one year,24,True
38,White,Male,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,high school graduate,60,False
25,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
27,White,Male,married,Husband,United States,craft and repair sector,federal government,0,0,college for less than one year,50,False
43,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,40,True
24,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
31,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,40,False
34,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,35,True
43,White,Female,never married,Not-in-family,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,60,False
45,White,Female,divorced,Unmarried,United States,professional specialty,local government,0,0,master's degree,42,False
24,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
28,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,45,True
48,White,Male,married,Husband,United States,execution and management,federal government,7688,0,bachelor's degree,40,True
19,White,Male,never married,Not-in-family,United States,,,0,0,college for less than one year,40,False
22,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
79,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,high school graduate,7,False
58,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
39,White,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for one or more years without a degree,40,False
41,White,Male,separated,Not-in-family,United States,service sector,private sector employee,0,0,finished 9th class,40,False
17,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,finished 10th class,20,False
31,Amer-Indian-Eskimo,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,no schooling,25,False
28,Black,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,finished 11th class,40,False
25,White,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,42,False
42,White,Male,divorced,Own-child,United States,office and administrative support,federal government,0,0,bachelor's degree,40,False
24,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,bachelor's degree,30,False
32,White,Male,married,Husband,United States,technology and support sector,state government,0,0,bachelor's degree,20,False
41,Black,Male,separated,Not-in-family,United States,craft and repair sector,private sector employee,0,0,finished 12th class without diploma,40,False
68,White,Female,widowed,Unmarried,United States,,,0,0,high school graduate,16,False
34,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,45,False
23,White,Male,never married,Not-in-family,,,,0,0,college for less than one year,40,False
55,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,3103,0,high school graduate,40,True
28,White,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,bachelor's degree,50,False
44,Asian-Pac-Islander,Male,married,Husband,,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,40,True
51,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,college for one or more years without a degree,50,True
21,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
52,White,Female,separated,Other-relative,United States,sales sector,private sector employee,0,0,college for less than one year,55,False
38,White,Male,divorced,Not-in-family,United States,craft and repair sector,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,40,False
23,White,Male,separated,Own-child,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
44,White,Male,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,associate's degree,60,True
51,Black,Female,married,Wife,Jamaica,office and administrative support,private sector employee,0,0,college for less than one year,35,False
29,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,finished 11th class,40,False
41,White,Male,married,Husband,United States,professional specialty,state government,0,0,master's degree,40,True
37,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,37,False
55,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",3103,0,master's degree,55,True
54,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,master's degree,55,True
41,White,Male,married,Husband,United States,sales sector,private sector employee,7688,0,bachelor's degree,50,True
39,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
61,White,Male,married,Husband,United States,professional specialty,local government,0,0,bachelor's degree,42,False
44,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
44,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
24,Asian-Pac-Islander,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,bachelor's degree,32,False
34,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,35,False
17,White,Male,never married,Own-child,United States,,,0,0,finished 10th class,20,False
54,Black,Male,married,Husband,United States,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,45,False
37,Black,Male,never married,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,45,False
28,White,Male,married,Husband,United States,protective services sector,local government,0,0,college for less than one year,50,False
24,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,60,False
38,White,Male,married,Husband,United States,professional specialty,state government,0,0,bachelor's degree,40,True
28,,Female,married,Wife,Guatemala,craft and repair sector,private sector employee,0,0,finished 10th class,48,False
47,White,Male,never married,Own-child,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,40,True
29,Amer-Indian-Eskimo,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
33,Black,Female,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
47,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,finished 11th class,40,False
34,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,college for one or more years without a degree,40,False
38,White,Male,divorced,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,28,False
19,White,Male,never married,Own-child,United States,,,0,0,high school graduate,44,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for one or more years without a degree,40,False
52,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,True
51,White,Female,widowed,Unmarried,United States,service sector,private sector employee,0,0,college for less than one year,25,False
34,White,Male,never married,Not-in-family,,"agriculture, forestry, and fisheries sector",private sector employee,0,0,finished 10th class,44,False
22,White,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
42,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,True
62,White,Male,married,Husband,United States,,,3411,0,college for one or more years without a degree,40,False
66,White,Male,never married,Not-in-family,,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,professional degree,20,False
23,White,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,finished 10th class,50,False
21,White,Male,never married,Not-in-family,United States,technology and support sector,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,25,False
21,White,Male,never married,Own-child,Mexico,craft and repair sector,private sector employee,0,0,high school graduate,40,False
51,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
28,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
50,Black,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
24,Black,Female,separated,Unmarried,United States,,,0,0,high school graduate,37,False
26,White,Male,married,Husband,United States,craft and repair sector,private sector employee,5013,0,associate's degree,50,False
24,,Male,never married,Not-in-family,United States,protective services sector,private sector employee,0,0,high school graduate,40,False
61,White,Female,divorced,Not-in-family,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,82,False
47,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,50,False
24,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,50,False
50,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,60,False
43,White,Male,divorced,Not-in-family,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,60,False
32,White,Male,divorced,Not-in-family,United States,sales sector,private sector employee,2597,0,associate's degree,48,False
28,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
38,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,50,False
33,White,Male,married,Husband,Mexico,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,50,True
39,White,Male,married,Husband,,machine operator and inspector,private sector employee,0,0,bachelor's degree,40,False
33,White,Male,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,40,False
48,White,Female,widowed,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,44,False
62,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,50,True
26,White,Male,never married,Own-child,United States,office and administrative support,private sector employee,2597,0,college for less than one year,40,False
37,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
60,Amer-Indian-Eskimo,Female,separated,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,30,False
32,Black,Female,never married,Unmarried,United States,service sector,local government,0,0,college for less than one year,40,False
53,White,Male,married,Husband,United States,professional specialty,state government,0,0,master's degree,36,True
22,Black,Female,never married,Other-relative,Jamaica,office and administrative support,private sector employee,0,0,college for less than one year,30,False
63,White,Female,divorced,Not-in-family,United States,,,0,2205,high school graduate,40,False
59,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,40,True
22,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,20,False
38,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,5721,0,college for less than one year,44,False
26,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,bachelor's degree,40,False
58,Black,Male,married,Husband,United States,machine operator and inspector,private sector employee,3781,0,finished 9th class,40,False
61,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,bachelor's degree,40,True
33,White,Female,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
35,White,Female,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
63,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,college for one or more years without a degree,40,True
45,White,Male,married,Husband,,craft and repair sector,private sector employee,0,0,finished 11th class,40,False
36,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,master's degree,60,True
