age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,False
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,True
34,management,single,tertiary,no,556,yes,no,cellular,20,apr,143,2,client was not previously contacted,0,unknown,False
36,housemaid,married,secondary,no,0,no,no,cellular,21,aug,76,2,client was not previously contacted,0,unknown,False
60,retired,married,secondary,no,523,no,no,cellular,13,aug,192,3,client was not previously contacted,0,unknown,True
56,blue-collar,married,secondary,no,1686,no,no,telephone,17,apr,100,2,client was not previously contacted,0,unknown,False
33,entrepreneur,single,secondary,no,339,yes,no,unknown,12,may,212,2,client was not previously contacted,0,unknown,False
29,blue-collar,married,secondary,no,87,yes,no,unknown,6,jun,1330,3,client was not previously contacted,0,unknown,False
35,management,single,secondary,no,1048,no,no,cellular,22,aug,362,2,client was not previously contacted,0,unknown,False
72,management,married,tertiary,no,7003,no,no,telephone,24,jul,116,3,client was not previously contacted,0,unknown,False
