Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
27,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,1740,finished 11th class,40,False
33,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,master's degree,50,False
29,White,Male,divorced,Own-child,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
47,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,45,True
50,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,True
56,White,Female,widowed,Unmarried,Greece,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,65,True
70,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,40,False
40,Asian-Pac-Islander,Female,married,Wife,China,professional specialty,private sector employee,0,0,professional degree,40,False
38,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,college for less than one year,30,True
25,Black,Male,separated,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
37,White,Male,widowed,Unmarried,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
20,White,Female,never married,Own-child,United States,,,0,0,college for less than one year,40,False
22,White,Female,married,Wife,United States,technology and support sector,private sector employee,0,0,college for less than one year,40,False
42,White,Male,married,Husband,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,21,False
22,White,Male,never married,Own-child,United States,office and administrative support,state government,0,0,college for one or more years without a degree,10,False
38,Black,Female,divorced,Unmarried,United States,service sector,private sector employee,0,0,high school graduate,32,False
38,Black,Male,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
40,White,Female,divorced,Unmarried,United States,professional specialty,local government,0,0,bachelor's degree,40,False
49,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,associate's degree,45,True
25,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,finished 12th class without diploma,40,False
49,White,Male,married,Husband,United States,cleaning and maintenance sector,state government,0,0,high school graduate,40,True
45,White,Male,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,False
25,White,Male,never married,Own-child,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,False
54,White,Male,married,Husband,United States,office and administrative support,local government,7298,0,master's degree,40,True
73,White,Male,married,Husband,United States,,,0,0,high school graduate,15,False
38,Asian-Pac-Islander,Male,married,Husband,United States,professional specialty,"owner of a incorporated business, professional practice, or farm",0,0,professional degree,40,True
43,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,50,True
52,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,college for less than one year,60,False
44,Black,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
45,Black,Female,divorced,Unmarried,United States,protective services sector,state government,0,0,high school graduate,40,False
48,White,Male,married,Husband,United States,execution and management,private sector employee,7298,0,associate's degree,55,True
60,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,70,False
28,White,Male,divorced,Unmarried,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,50,False
20,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,associate's degree,25,False
37,White,Male,divorced,Unmarried,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,56,False
33,Black,Male,separated,Own-child,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,35,False
28,,Male,never married,Not-in-family,Cuba,execution and management,private sector employee,0,0,master's degree,30,False
35,Black,Male,never married,Unmarried,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,72,False
45,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,55,False
39,White,Male,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,bachelor's degree,55,False
57,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,50,False
58,White,Male,married,Husband,United States,office and administrative support,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,50,False
19,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,35,False
28,Black,Female,never married,Not-in-family,United States,office and administrative support,local government,4101,0,bachelor's degree,60,False
57,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
54,White,Male,divorced,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,45,False
32,White,Male,married,Not-in-family,Germany,professional specialty,local government,0,0,college for less than one year,50,False
49,White,Male,married,Husband,United States,professional specialty,state government,0,0,college for less than one year,50,True
26,White,Female,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,False
33,White,Male,separated,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,50,False
19,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,20,False
25,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for one or more years without a degree,42,False
20,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,20,False
22,Black,Male,never married,Unmarried,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,15,False
27,Asian-Pac-Islander,Female,never married,Not-in-family,Philippines,service sector,private sector employee,0,0,college for one or more years without a degree,40,False
28,Black,Female,married,Wife,Haiti,office and administrative support,private sector employee,0,0,associate's degree,35,False
19,Black,Female,never married,Other-relative,United States,service sector,private sector employee,0,0,finished 10th class,20,False
25,Black,Male,divorced,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,38,False
77,White,Female,widowed,Not-in-family,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,20,False
53,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,30,False
45,White,Female,divorced,Unmarried,United States,execution and management,state government,0,0,master's degree,40,False
66,White,Female,married,Unmarried,Puerto-Rico,cleaning and maintenance sector,private sector employee,0,0,finished 6th class,40,False
50,White,Female,married,Wife,United States,professional specialty,private sector employee,0,0,master's degree,40,False
29,White,Male,married,Husband,France,execution and management,private sector employee,0,0,bachelor's degree,50,True
51,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,finished 10th class,40,False
26,White,Male,never married,Not-in-family,United States,professional specialty,private sector employee,8614,0,master's degree,40,True
19,White,Male,never married,Own-child,United States,professional specialty,state government,0,0,college for less than one year,25,False
18,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,12,False
27,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,7298,0,high school graduate,40,True
50,Black,Female,married,Wife,United States,execution and management,private sector employee,0,0,associate's degree,40,True
56,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,40,True
31,White,Male,married,Husband,Puerto-Rico,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,1902,bachelor's degree,50,True
28,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,40,True
26,White,Male,never married,Not-in-family,,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 6th class,40,False
43,White,Male,separated,Not-in-family,United States,service sector,local government,0,0,high school graduate,40,False
51,White,Male,married,Husband,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,50,True
48,White,Male,divorced,Own-child,United States,professional specialty,state government,0,0,doctoral degree,50,True
73,White,Male,married,Husband,Poland,professional specialty,local government,0,0,master's degree,10,True
46,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,45,True
21,White,Female,separated,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,40,False
44,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
32,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,bachelor's degree,40,False
44,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,45,False
18,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,24,False
31,White,Female,married,Wife,United States,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,associate's degree,35,True
28,White,Female,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,bachelor's degree,20,False
34,White,Male,never married,Not-in-family,United States,technology and support sector,private sector employee,0,0,high school graduate,40,False
33,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,50,False
17,White,Female,never married,Own-child,United States,,,0,0,finished 10th class,25,False
44,White,Female,married,Other-relative,United States,office and administrative support,local government,0,0,high school graduate,40,False
25,Black,Female,never married,Own-child,United States,professional specialty,private sector employee,0,0,bachelor's degree,55,False
36,White,Female,divorced,Unmarried,United States,service sector,private sector employee,0,0,high school graduate,40,False
30,White,Male,never married,Not-in-family,United States,office and administrative support,local government,0,0,college for less than one year,40,False
22,White,Female,never married,Not-in-family,United States,professional specialty,local government,0,0,bachelor's degree,40,False
41,White,Male,divorced,Not-in-family,United States,professional specialty,state government,0,0,master's degree,35,False
36,White,Female,married,Wife,United States,technology and support sector,private sector employee,0,0,bachelor's degree,32,True
22,White,Male,never married,Other-relative,Mexico,"agriculture, forestry, and fisheries sector",private sector employee,0,0,finished 6th class,40,False
50,Black,Female,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,45,False
54,White,Male,divorced,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,60,False
54,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
53,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,True
20,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,15,False
22,White,Male,never married,Not-in-family,Mexico,cleaning and maintenance sector,private sector employee,0,0,finished 6th class,40,False
51,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,50,False
21,White,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,35,False
40,White,Male,divorced,Own-child,United States,craft and repair sector,private sector employee,0,0,finished 10th class,40,False
49,White,Male,divorced,Unmarried,United States,craft and repair sector,private sector employee,0,0,high school graduate,50,False
24,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
40,White,Female,never married,Unmarried,United States,sales sector,private sector employee,4687,0,college for one or more years without a degree,50,True
46,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,master's degree,40,True
68,White,Male,separated,Unmarried,Canada,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,70,False
33,,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,high school graduate,19,False
34,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 8th class,40,False
27,White,Female,never married,Own-child,Nicaragua,office and administrative support,private sector employee,0,0,college for less than one year,40,False
22,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,40,False
28,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
79,White,Male,married,Husband,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,20,True
36,White,Male,divorced,Unmarried,United States,professional specialty,local government,0,0,bachelor's degree,40,False
31,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,40,False
30,Amer-Indian-Eskimo,Female,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,8,False
49,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,20,False
27,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
43,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,True
70,White,Male,divorced,Not-in-family,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,finished 9th class,45,False
17,White,Female,never married,Own-child,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 11th class,16,False
54,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,college for less than one year,45,True
20,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,35,False
45,White,Male,divorced,Not-in-family,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,42,False
27,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,50,False
45,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,60,True
22,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,finished 10th class,15,False
30,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
26,White,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,30,False
20,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,56,False
22,White,Female,never married,Own-child,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
41,White,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
22,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,35,False
59,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",15024,0,bachelor's degree,55,True
39,Black,Male,married,Husband,Haiti,professional specialty,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,40,True
26,White,Male,never married,Not-in-family,Mexico,cleaning and maintenance sector,private sector employee,0,0,high school graduate,20,False
47,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,57,True
18,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,30,False
21,White,Female,never married,Own-child,United States,,,0,0,college for less than one year,40,False
65,White,Female,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,20,False
53,White,Male,married,Husband,United States,execution and management,federal government,0,0,college for less than one year,40,True
23,White,Female,married,Wife,United States,sales sector,private sector employee,0,0,high school graduate,40,False
22,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,20,False
66,White,Female,widowed,Not-in-family,United States,,,0,0,college for one or more years without a degree,40,False
34,White,Male,married,Husband,United States,execution and management,local government,0,0,master's degree,40,True
25,White,Male,married,Husband,United States,professional specialty,local government,0,0,bachelor's degree,60,False
18,White,Female,never married,Own-child,,service sector,private sector employee,0,0,college for less than one year,40,False
61,White,Male,married,Husband,United States,professional specialty,state government,0,1902,doctoral degree,40,True
25,Black,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,40,False
18,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,22,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,True
24,White,Male,never married,Unmarried,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,45,False
31,White,Female,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,professional degree,45,True
50,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,college for one or more years without a degree,40,True
38,White,Male,married,Husband,United States,craft and repair sector,local government,0,0,high school graduate,50,True
27,White,Male,never married,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,99,False
38,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,50,False
30,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,44,False
31,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,40,True
41,White,Male,divorced,Unmarried,United States,sales sector,private sector employee,0,0,associate's degree,40,False
54,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,60,True
31,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,True
19,White,Female,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
26,Black,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,50,False
22,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,30,False
54,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,bachelor's degree,48,False
53,White,Female,divorced,Not-in-family,United States,sales sector,private sector employee,2597,0,high school graduate,40,False
45,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,master's degree,40,True
55,White,Male,married,Husband,United States,office and administrative support,state government,7688,0,bachelor's degree,38,True
58,Black,Female,divorced,Unmarried,United States,service sector,private sector employee,0,0,college for less than one year,40,False
44,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,50,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,45,False
36,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,college for one or more years without a degree,40,True
34,White,Male,never married,Unmarried,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,40,False
28,,Male,never married,Other-relative,Mexico,service sector,private sector employee,0,0,high school graduate,48,False
42,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
36,White,Male,never married,Not-in-family,Iran,"transportation, communication, and other public utilities sector",private sector employee,0,0,associate's degree,55,False
28,White,Male,never married,Own-child,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
49,White,Female,divorced,Unmarried,United States,technology and support sector,private sector employee,0,0,bachelor's degree,35,False
47,White,Male,married,Husband,United States,service sector,local government,0,0,college for less than one year,40,True
22,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
50,White,Male,married,Husband,United States,craft and repair sector,state government,0,1485,high school graduate,40,True
33,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,65,True
28,White,Female,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,20,False
46,White,Male,divorced,Not-in-family,United States,office and administrative support,federal government,0,0,high school graduate,40,False
33,Asian-Pac-Islander,Male,never married,Unmarried,Philippines,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
49,White,Female,divorced,Not-in-family,United States,execution and management,local government,0,0,master's degree,40,False
39,White,Male,divorced,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,bachelor's degree,55,False
43,White,Female,married,Wife,United States,,,0,0,bachelor's degree,7,True
40,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,40,False
46,White,Female,divorced,Unmarried,United States,execution and management,private sector employee,0,0,high school graduate,38,True
45,White,Male,married,Husband,United States,sales sector,federal government,0,0,master's degree,50,True
43,White,Male,never married,Not-in-family,United States,"transportation, communication, and other public utilities sector",state government,0,0,high school graduate,60,False
39,White,Male,never married,Not-in-family,United States,execution and management,private sector employee,0,0,master's degree,50,True
37,White,Male,married,Husband,United States,execution and management,federal government,0,0,bachelor's degree,40,False
22,White,Male,married,Husband,United States,service sector,private sector employee,0,0,college for less than one year,35,False
17,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,finished 11th class,20,False
35,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,38,False
28,White,Female,never married,Own-child,United States,professional specialty,local government,0,0,bachelor's degree,55,False
69,White,Female,divorced,Not-in-family,Germany,office and administrative support,private sector employee,2964,0,associate's degree,6,False
23,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,40,False
39,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,15024,0,finished 12th class without diploma,70,True
49,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,master's degree,75,False
37,Black,Female,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,bachelor's degree,27,False
40,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,50,False
23,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
25,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 8th class,60,False
46,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,50,True
35,White,Female,widowed,Unmarried,United States,execution and management,private sector employee,0,0,high school graduate,30,False
31,White,Female,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,34,False
19,White,Female,never married,Own-child,United States,professional specialty,private sector employee,0,0,college for one or more years without a degree,40,False
53,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,60,True
46,White,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,associate's degree,56,False
24,Black,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,50,False
26,White,Male,divorced,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,45,False
26,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,master's degree,20,False
31,White,Male,never married,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,finished 8th class,25,False
24,Black,Male,never married,Unmarried,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
