Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,3590,... < 100 DM,unemployed,3,male : married/widowed,none,3,"car or other, not in attribute 6",40,none,own,3,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,True
no checking account,4,critical account/ other credits existing (not at this bank),car (new),1455,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2.0,none,yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),1361,... < 100 DM,... < 1 year,2,male : single,none,4,real estate,40,none,own,1,unskilled - resident,2.0,none,no,True
no checking account,12,critical account/ other credits existing (not at this bank),education,2096,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,real estate,49,none,own,1,unskilled - resident,2.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,radio/television,1987,... < 100 DM,1 <= ... < 4 years,2,male : single,none,4,real estate,21,none,rent,1,unskilled - resident,2.0,none,yes,False
no checking account,24,existing credits paid back duly till now,radio/television,1901,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,42,no credits taken/ all credits paid back duly,business,6289,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),business,1264,unknown/ no savings account,... >= 7 years,4,male : single,none,4,unknown / no property,57,none,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,2397,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,"car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,24,critical account/ other credits existing (not at this bank),car (used),5804,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1402,500 <= ... < 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,4,"car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,existing credits paid back duly till now,car (used),1413,... >= 1000 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,55,none,own,1,skilled employee / official,1.0,none,no,True
0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,car (new),8358,500 <= ... < 1000 DM,... < 1 year,1,female : divorced/separated/married,none,1,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,15,existing credits paid back duly till now,car (new),1721,... < 100 DM,... < 1 year,2,male : single,none,3,real estate,36,none,own,1,skilled employee / official,1.0,none,yes,True
