age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
42,management,married,tertiary,no,-380,yes,no,unknown,16,jun,57,1,client was not previously contacted,0,unknown,False
35,blue-collar,single,secondary,no,142,yes,no,cellular,26,may,293,2,19,3,failure,False
36,management,married,tertiary,no,6,yes,no,cellular,18,aug,166,3,client was not previously contacted,0,unknown,False
54,self-employed,married,tertiary,no,0,yes,no,cellular,20,aug,83,5,client was not previously contacted,0,unknown,False
57,blue-collar,married,primary,no,856,no,no,cellular,11,aug,194,6,client was not previously contacted,0,unknown,False
55,entrepreneur,divorced,tertiary,no,461,yes,yes,unknown,16,jun,267,3,client was not previously contacted,0,unknown,False
27,technician,single,tertiary,no,3706,yes,no,unknown,16,may,897,1,client was not previously contacted,0,unknown,True
57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,client was not previously contacted,0,unknown,True
36,technician,married,secondary,no,2394,no,no,cellular,14,aug,184,2,client was not previously contacted,0,unknown,False
44,management,married,unknown,no,21,no,no,cellular,24,aug,323,2,client was not previously contacted,0,unknown,False
36,blue-collar,single,secondary,no,641,yes,no,cellular,17,jul,735,2,client was not previously contacted,0,unknown,False
53,management,married,tertiary,no,32464,no,no,cellular,19,nov,135,4,client was not previously contacted,0,unknown,False
29,blue-collar,married,secondary,no,97,yes,no,cellular,18,may,342,4,client was not previously contacted,0,unknown,False
32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,client was not previously contacted,0,unknown,True
48,services,divorced,secondary,no,361,no,no,cellular,17,nov,287,1,client was not previously contacted,0,unknown,False
43,blue-collar,married,primary,no,223,yes,no,cellular,4,feb,112,2,204,2,other,False
39,management,married,tertiary,no,-342,yes,no,unknown,27,may,110,2,client was not previously contacted,0,unknown,False
33,technician,single,secondary,no,268,no,no,cellular,19,aug,255,1,client was not previously contacted,0,unknown,False
51,management,married,tertiary,no,1212,yes,no,unknown,13,may,184,1,client was not previously contacted,0,unknown,False
41,blue-collar,married,secondary,no,271,yes,no,cellular,17,nov,148,2,172,2,failure,False
33,technician,single,secondary,no,781,yes,no,cellular,3,jun,266,1,27,1,failure,False
33,management,single,tertiary,no,2302,yes,no,cellular,13,aug,115,2,client was not previously contacted,0,unknown,False
55,services,married,secondary,no,953,yes,yes,cellular,6,aug,125,3,client was not previously contacted,0,unknown,False
42,services,married,secondary,no,2993,yes,no,unknown,19,may,136,2,client was not previously contacted,0,unknown,False
29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,client was not previously contacted,0,unknown,True
41,entrepreneur,married,secondary,no,557,no,yes,cellular,9,jul,72,1,client was not previously contacted,0,unknown,False
36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,131,1,client was not previously contacted,0,unknown,False
31,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,577,1,client was not previously contacted,0,unknown,False
72,unknown,married,unknown,no,1165,no,no,cellular,11,aug,400,3,client was not previously contacted,0,unknown,False
30,admin.,single,secondary,no,818,yes,yes,cellular,16,apr,66,1,346,1,failure,False
32,technician,single,tertiary,no,388,yes,no,cellular,15,may,58,1,266,2,failure,False
47,unknown,married,unknown,no,8,no,no,telephone,26,may,164,1,client was not previously contacted,0,unknown,False
32,technician,single,secondary,no,945,no,no,cellular,4,may,312,3,client was not previously contacted,0,unknown,False
52,technician,married,secondary,no,291,no,no,unknown,8,may,143,1,client was not previously contacted,0,unknown,False
47,blue-collar,divorced,secondary,no,-332,no,yes,cellular,5,feb,48,2,client was not previously contacted,0,unknown,False
33,services,single,secondary,no,1646,yes,no,telephone,7,may,317,2,client was not previously contacted,0,unknown,False
60,blue-collar,married,secondary,no,-223,no,yes,cellular,22,jul,282,2,client was not previously contacted,0,unknown,False
35,technician,single,tertiary,no,2453,yes,no,cellular,13,aug,119,2,client was not previously contacted,0,unknown,False
29,management,single,tertiary,no,308,no,no,cellular,4,aug,313,1,client was not previously contacted,0,unknown,False
28,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53,2,client was not previously contacted,0,unknown,False
47,self-employed,married,primary,no,574,yes,no,cellular,20,nov,137,5,client was not previously contacted,0,unknown,False
25,management,single,tertiary,no,99,yes,yes,unknown,16,may,102,4,client was not previously contacted,0,unknown,False
35,technician,married,secondary,no,2468,yes,no,cellular,6,may,187,8,client was not previously contacted,0,unknown,False
52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,121,1,123,1,other,False
54,management,divorced,unknown,no,901,no,no,unknown,20,jun,7,3,client was not previously contacted,0,unknown,False
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,client was not previously contacted,0,unknown,True
49,management,married,tertiary,no,1887,no,no,cellular,18,nov,244,3,client was not previously contacted,0,unknown,False
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,True
56,retired,married,secondary,no,5879,no,no,unknown,20,jun,237,3,client was not previously contacted,0,unknown,False
39,housemaid,married,tertiary,no,240,yes,no,unknown,16,jun,17,25,client was not previously contacted,0,unknown,False
29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,client was not previously contacted,0,unknown,False
81,retired,divorced,secondary,no,452,no,no,telephone,16,dec,443,1,client was not previously contacted,0,unknown,True
38,management,single,tertiary,no,1515,yes,no,cellular,18,nov,134,1,110,5,failure,False
60,management,married,secondary,no,0,no,no,telephone,18,aug,280,3,client was not previously contacted,0,unknown,False
46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,True
31,services,single,tertiary,no,620,no,no,cellular,30,apr,214,1,87,1,failure,False
32,admin.,single,secondary,no,-227,yes,yes,unknown,9,may,646,1,client was not previously contacted,0,unknown,False
49,services,married,secondary,no,1377,yes,no,unknown,7,may,1101,1,client was not previously contacted,0,unknown,False
28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,True
38,technician,married,secondary,no,1448,yes,no,cellular,20,nov,415,1,client was not previously contacted,0,unknown,False
29,admin.,married,secondary,no,36,yes,no,unknown,28,may,126,1,client was not previously contacted,0,unknown,False
27,admin.,single,secondary,no,321,no,yes,unknown,2,sep,4,1,client was not previously contacted,0,unknown,False
42,unemployed,married,tertiary,no,1270,yes,no,unknown,15,may,192,1,client was not previously contacted,0,unknown,False
24,student,single,secondary,no,1919,yes,no,unknown,29,may,127,4,client was not previously contacted,0,unknown,False
39,services,married,secondary,no,823,yes,yes,cellular,28,jul,780,2,client was not previously contacted,0,unknown,False
31,management,single,tertiary,no,522,no,no,telephone,29,mar,113,4,client was not previously contacted,0,unknown,False
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,may,179,2,client was not previously contacted,0,unknown,False
28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,client was not previously contacted,0,unknown,True
34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,client was not previously contacted,0,unknown,True
50,technician,married,secondary,no,669,yes,no,unknown,2,jun,88,1,client was not previously contacted,0,unknown,False
33,blue-collar,married,primary,no,392,yes,no,unknown,23,may,302,1,client was not previously contacted,0,unknown,False
35,management,single,tertiary,no,7218,no,no,cellular,14,aug,224,3,client was not previously contacted,0,unknown,False
30,services,single,secondary,no,245,no,yes,cellular,8,jul,187,2,client was not previously contacted,0,unknown,False
46,technician,divorced,secondary,no,454,no,no,unknown,16,jun,93,2,client was not previously contacted,0,unknown,False
41,management,married,secondary,yes,-771,no,yes,unknown,20,jun,343,2,client was not previously contacted,0,unknown,False
59,retired,married,tertiary,no,307,no,yes,unknown,11,jun,63,5,client was not previously contacted,0,unknown,False
46,services,married,secondary,no,379,no,no,unknown,11,jun,886,2,client was not previously contacted,0,unknown,False
39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,44,1,client was not previously contacted,0,unknown,False
44,management,divorced,tertiary,no,2422,yes,no,cellular,21,jul,141,2,client was not previously contacted,0,unknown,False
36,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8,10,client was not previously contacted,0,unknown,False
35,services,married,secondary,no,63,no,yes,cellular,10,jul,480,4,client was not previously contacted,0,unknown,False
32,management,married,tertiary,no,1297,yes,no,cellular,15,may,250,1,client was not previously contacted,0,unknown,False
48,blue-collar,married,secondary,no,1230,yes,yes,unknown,7,may,152,3,client was not previously contacted,0,unknown,False
57,self-employed,married,tertiary,no,894,yes,no,cellular,18,nov,79,1,client was not previously contacted,0,unknown,False
45,unemployed,married,tertiary,no,579,yes,no,cellular,30,jul,141,2,client was not previously contacted,0,unknown,False
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,True
40,self-employed,single,unknown,no,109,yes,no,cellular,4,feb,258,1,client was not previously contacted,0,unknown,False
37,unemployed,married,secondary,no,-476,yes,no,unknown,26,may,149,2,client was not previously contacted,0,unknown,False
32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,client was not previously contacted,0,unknown,False
51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,client was not previously contacted,0,unknown,False
45,housemaid,married,primary,no,938,no,no,unknown,16,jun,103,3,client was not previously contacted,0,unknown,False
30,management,married,tertiary,no,1185,yes,no,cellular,18,nov,342,2,120,4,failure,False
58,services,married,secondary,no,5087,no,no,unknown,19,jun,135,1,client was not previously contacted,0,unknown,False
45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78,2,176,1,success,False
50,blue-collar,married,primary,no,162,yes,no,cellular,7,may,924,3,client was not previously contacted,0,unknown,False
57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,3,98,3,success,True
30,admin.,single,secondary,no,222,yes,no,cellular,7,may,455,1,client was not previously contacted,0,unknown,False
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,True
37,admin.,divorced,secondary,no,0,yes,yes,cellular,14,may,17,7,client was not previously contacted,0,unknown,False
55,self-employed,married,primary,no,468,yes,no,cellular,11,may,214,2,client was not previously contacted,0,unknown,False
31,services,married,primary,no,-732,yes,no,unknown,8,may,6,2,client was not previously contacted,0,unknown,False
45,technician,married,tertiary,no,0,no,no,cellular,21,aug,103,2,client was not previously contacted,0,unknown,False
27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,client was not previously contacted,0,unknown,False
36,entrepreneur,married,primary,no,3352,no,no,cellular,10,jul,503,1,client was not previously contacted,0,unknown,False
45,admin.,married,secondary,no,142,yes,yes,unknown,29,may,110,3,client was not previously contacted,0,unknown,False
27,technician,married,secondary,no,0,yes,yes,cellular,25,jul,190,2,client was not previously contacted,0,unknown,False
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,client was not previously contacted,0,unknown,True
58,management,married,tertiary,no,246,yes,no,cellular,7,may,245,2,288,2,failure,False
40,blue-collar,divorced,primary,no,54,yes,no,cellular,13,may,10,5,362,3,other,False
52,admin.,married,secondary,no,1236,yes,no,unknown,6,may,247,1,client was not previously contacted,0,unknown,False
64,retired,married,tertiary,no,380,no,no,cellular,25,aug,479,1,client was not previously contacted,0,unknown,True
34,admin.,single,secondary,no,181,yes,no,cellular,21,jul,296,1,client was not previously contacted,0,unknown,False
40,blue-collar,married,primary,no,409,yes,no,unknown,15,may,191,1,client was not previously contacted,0,unknown,False
58,services,married,secondary,no,50,yes,no,cellular,20,nov,161,7,client was not previously contacted,0,unknown,False
35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,False
38,admin.,married,secondary,no,3632,yes,yes,cellular,13,may,323,1,client was not previously contacted,0,unknown,False
49,blue-collar,married,primary,no,4455,yes,no,cellular,20,nov,140,1,client was not previously contacted,0,unknown,False
40,admin.,married,primary,no,72,yes,yes,cellular,21,nov,849,1,client was not previously contacted,0,unknown,True
41,admin.,single,secondary,no,4464,yes,no,telephone,21,jul,1425,2,client was not previously contacted,0,unknown,False
30,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,2,client was not previously contacted,0,unknown,True
37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,True
34,management,married,tertiary,no,3402,no,no,cellular,3,jun,88,2,client was not previously contacted,0,unknown,False
50,blue-collar,married,tertiary,no,676,no,no,unknown,11,jun,159,1,client was not previously contacted,0,unknown,False
27,management,single,tertiary,no,212,yes,no,cellular,15,may,373,1,client was not previously contacted,0,unknown,False
29,admin.,divorced,secondary,no,883,no,yes,cellular,8,may,85,1,client was not previously contacted,0,unknown,False
41,services,married,secondary,no,4505,yes,no,unknown,14,may,108,2,client was not previously contacted,0,unknown,False
43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,client was not previously contacted,0,unknown,True
43,entrepreneur,single,unknown,no,323,no,no,cellular,28,jan,159,1,226,1,success,False
40,blue-collar,married,secondary,no,60,no,yes,cellular,25,jul,36,1,client was not previously contacted,0,unknown,False
59,technician,married,secondary,no,2528,no,yes,unknown,19,jun,216,1,client was not previously contacted,0,unknown,False
45,retired,married,primary,no,0,no,no,unknown,3,jun,290,1,client was not previously contacted,0,unknown,False
54,admin.,married,unknown,no,140,no,no,telephone,27,oct,521,2,client was not previously contacted,0,unknown,False
28,technician,single,secondary,no,417,yes,yes,cellular,7,may,188,2,366,2,other,False
40,management,single,secondary,no,269,no,no,unknown,5,jun,128,1,client was not previously contacted,0,unknown,False
49,management,married,tertiary,no,2187,no,no,cellular,25,nov,92,2,client was not previously contacted,0,unknown,False
43,blue-collar,married,secondary,no,130,yes,no,cellular,9,feb,146,3,256,1,failure,False
34,management,married,tertiary,no,815,no,no,cellular,17,nov,161,2,client was not previously contacted,0,unknown,False
32,blue-collar,single,secondary,no,2696,yes,no,unknown,21,may,445,1,client was not previously contacted,0,unknown,False
32,blue-collar,single,secondary,no,322,yes,no,cellular,13,may,233,3,client was not previously contacted,0,unknown,False
32,blue-collar,married,secondary,no,169,yes,no,cellular,14,may,291,2,client was not previously contacted,0,unknown,False
32,unemployed,married,tertiary,no,1,no,no,cellular,25,jul,449,2,client was not previously contacted,0,unknown,False
33,management,single,tertiary,no,215,no,no,telephone,20,aug,41,9,client was not previously contacted,0,unknown,False
30,student,single,tertiary,no,300,no,no,cellular,6,feb,38,1,client was not previously contacted,0,unknown,False
60,technician,married,secondary,no,2389,yes,yes,cellular,4,may,287,1,client was not previously contacted,0,unknown,False
53,technician,single,secondary,no,6164,yes,no,cellular,17,nov,101,1,client was not previously contacted,0,unknown,False
59,technician,married,secondary,no,2342,no,yes,telephone,23,jul,226,1,client was not previously contacted,0,unknown,False
35,blue-collar,married,primary,no,2730,yes,no,unknown,21,may,65,1,client was not previously contacted,0,unknown,False
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,client was not previously contacted,0,unknown,True
59,services,married,secondary,no,7475,no,no,unknown,15,may,587,1,client was not previously contacted,0,unknown,False
31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,client was not previously contacted,0,unknown,False
24,services,married,secondary,no,51,yes,yes,unknown,15,may,187,2,client was not previously contacted,0,unknown,False
48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,client was not previously contacted,0,unknown,False
53,services,divorced,tertiary,no,329,no,no,cellular,30,jan,189,1,client was not previously contacted,0,unknown,False
42,blue-collar,married,primary,no,3,no,no,unknown,18,jun,45,3,client was not previously contacted,0,unknown,False
43,technician,married,secondary,no,0,yes,no,cellular,11,jul,154,2,client was not previously contacted,0,unknown,False
52,blue-collar,married,primary,no,-211,yes,yes,unknown,28,may,153,2,client was not previously contacted,0,unknown,False
30,management,single,tertiary,no,222,yes,no,cellular,12,aug,112,4,client was not previously contacted,0,unknown,False
43,blue-collar,married,primary,no,377,no,yes,unknown,20,jun,11,5,client was not previously contacted,0,unknown,False
48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,client was not previously contacted,0,unknown,False
45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success,False
29,admin.,single,secondary,no,2802,no,yes,unknown,4,jul,840,2,client was not previously contacted,0,unknown,False
52,housemaid,married,primary,no,618,yes,yes,cellular,10,aug,352,2,102,2,failure,False
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,client was not previously contacted,0,unknown,True
31,blue-collar,single,secondary,no,1598,yes,no,cellular,11,may,152,2,305,1,success,False
39,blue-collar,married,primary,no,481,yes,no,unknown,8,may,204,1,client was not previously contacted,0,unknown,False
32,management,married,tertiary,no,268,yes,yes,cellular,20,apr,106,3,client was not previously contacted,0,unknown,False
43,management,married,tertiary,no,5082,no,no,cellular,3,feb,99,3,client was not previously contacted,0,unknown,False
41,blue-collar,married,primary,no,200,no,yes,cellular,31,jul,309,2,client was not previously contacted,0,unknown,False
73,retired,married,primary,no,1388,no,no,telephone,25,oct,254,1,97,6,failure,False
58,management,married,tertiary,no,313,no,no,unknown,11,jun,204,2,client was not previously contacted,0,unknown,False
37,blue-collar,married,unknown,no,444,no,no,cellular,1,oct,143,1,94,9,other,False
33,management,married,tertiary,no,2508,yes,no,unknown,29,may,42,7,client was not previously contacted,0,unknown,False
55,services,married,secondary,no,3546,yes,yes,cellular,31,jul,268,2,client was not previously contacted,0,unknown,False
31,management,single,tertiary,no,2,no,no,cellular,8,aug,848,1,client was not previously contacted,0,unknown,True
30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,client was not previously contacted,0,unknown,False
48,technician,married,secondary,no,98,no,no,cellular,27,aug,146,4,client was not previously contacted,0,unknown,False
31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,248,1,client was not previously contacted,0,unknown,False
41,services,married,secondary,no,2085,yes,no,unknown,26,may,125,4,client was not previously contacted,0,unknown,False
27,management,single,tertiary,no,102,no,no,unknown,26,jul,9,1,client was not previously contacted,0,unknown,False
36,services,single,secondary,no,948,no,yes,cellular,29,jan,92,2,client was not previously contacted,0,unknown,False
36,blue-collar,married,secondary,no,3578,yes,no,telephone,3,feb,45,3,client was not previously contacted,0,unknown,False
39,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,3,client was not previously contacted,0,unknown,True
36,blue-collar,married,primary,no,441,yes,no,cellular,7,may,100,4,358,1,failure,False
51,unemployed,married,secondary,no,7464,no,no,cellular,20,nov,176,2,client was not previously contacted,0,unknown,False
53,technician,married,secondary,no,144,no,no,cellular,21,aug,282,4,client was not previously contacted,0,unknown,False
39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,374,2,client was not previously contacted,0,unknown,False
49,management,married,tertiary,no,942,no,no,cellular,21,nov,8,5,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,804,no,no,cellular,21,nov,128,2,client was not previously contacted,0,unknown,False
48,management,single,tertiary,no,430,yes,no,cellular,16,apr,44,1,client was not previously contacted,0,unknown,False
27,services,single,secondary,no,2153,yes,no,unknown,30,may,256,6,client was not previously contacted,0,unknown,False
44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,client was not previously contacted,0,unknown,False
28,services,single,secondary,no,-221,no,yes,cellular,23,jul,1090,12,client was not previously contacted,0,unknown,False
36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,False
43,management,married,unknown,no,595,no,no,telephone,28,jan,518,1,client was not previously contacted,0,unknown,False
37,blue-collar,single,primary,no,0,yes,no,unknown,5,jun,309,2,client was not previously contacted,0,unknown,False
51,blue-collar,single,primary,no,55,yes,no,cellular,18,may,351,2,client was not previously contacted,0,unknown,False
27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,True
27,student,single,unknown,no,598,no,no,cellular,12,aug,126,1,524,1,failure,False
49,management,married,secondary,no,27,yes,no,cellular,24,jul,63,2,client was not previously contacted,0,unknown,False
53,technician,married,tertiary,no,4323,yes,no,unknown,15,may,58,5,client was not previously contacted,0,unknown,False
35,management,married,tertiary,no,618,yes,no,cellular,18,nov,116,1,client was not previously contacted,0,unknown,False
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,True
24,self-employed,single,tertiary,no,91,yes,no,cellular,15,may,134,2,client was not previously contacted,0,unknown,False
52,management,married,secondary,no,4873,no,no,telephone,6,feb,381,6,213,9,failure,False
64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,client was not previously contacted,0,unknown,True
32,blue-collar,married,primary,no,103,no,no,cellular,23,jul,312,1,client was not previously contacted,0,unknown,False
44,services,married,primary,no,764,no,no,cellular,3,feb,224,1,client was not previously contacted,0,unknown,False
49,blue-collar,married,primary,no,518,yes,no,unknown,12,jun,223,1,client was not previously contacted,0,unknown,False
35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,client was not previously contacted,0,unknown,False
39,blue-collar,married,primary,no,981,yes,no,unknown,7,may,294,1,client was not previously contacted,0,unknown,False
34,management,single,tertiary,no,1012,yes,yes,cellular,15,may,109,3,client was not previously contacted,0,unknown,False
50,admin.,married,primary,no,246,yes,no,cellular,13,may,234,2,299,5,failure,False
40,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,218,2,client was not previously contacted,0,unknown,False
33,management,divorced,tertiary,no,723,yes,no,unknown,27,may,246,1,client was not previously contacted,0,unknown,False
42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92,2,client was not previously contacted,0,unknown,False
30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,293,2,client was not previously contacted,0,unknown,True
40,management,married,tertiary,no,315,no,no,cellular,19,nov,321,1,client was not previously contacted,0,unknown,False
43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,client was not previously contacted,0,unknown,False
28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,client was not previously contacted,0,unknown,True
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,client was not previously contacted,0,unknown,True
45,management,divorced,tertiary,no,335,no,no,cellular,5,aug,297,1,client was not previously contacted,0,unknown,False
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,True
68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,404,2,91,4,success,True
59,retired,married,unknown,no,1491,no,no,unknown,9,jun,157,2,client was not previously contacted,0,unknown,False
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,True
32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255,2,client was not previously contacted,0,unknown,False
28,blue-collar,single,secondary,no,3412,yes,no,cellular,15,may,22,4,client was not previously contacted,0,unknown,False
41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,client was not previously contacted,0,unknown,False
49,management,married,secondary,no,0,no,no,unknown,9,jun,156,2,client was not previously contacted,0,unknown,False
30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,client was not previously contacted,0,unknown,False
32,blue-collar,single,secondary,no,313,yes,yes,unknown,5,jun,67,2,client was not previously contacted,0,unknown,False
41,technician,married,secondary,no,-1,no,yes,cellular,19,aug,406,2,client was not previously contacted,0,unknown,False
30,management,single,tertiary,no,720,no,no,cellular,15,jan,1265,4,210,4,other,True
37,services,single,secondary,no,-111,yes,no,cellular,13,may,147,4,client was not previously contacted,0,unknown,False
40,services,divorced,secondary,no,0,no,no,unknown,21,may,111,4,client was not previously contacted,0,unknown,False
29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,client was not previously contacted,0,unknown,True
33,management,divorced,tertiary,no,525,yes,yes,cellular,17,apr,260,1,281,1,other,False
31,blue-collar,married,primary,no,1654,yes,no,cellular,18,may,288,1,client was not previously contacted,0,unknown,False
37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,False
52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,4,client was not previously contacted,0,unknown,False
47,unemployed,married,secondary,no,432,no,no,cellular,13,aug,334,2,client was not previously contacted,0,unknown,False
51,blue-collar,married,secondary,no,224,yes,yes,cellular,28,jul,231,5,client was not previously contacted,0,unknown,False
35,blue-collar,single,secondary,no,218,yes,no,cellular,20,apr,93,4,client was not previously contacted,0,unknown,False
20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,True
29,services,single,secondary,no,553,no,yes,cellular,28,jul,60,5,client was not previously contacted,0,unknown,False
35,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,61,1,331,1,failure,False
52,technician,married,secondary,no,3151,no,no,cellular,6,aug,89,2,client was not previously contacted,0,unknown,False
35,technician,single,secondary,no,24,no,no,cellular,22,aug,392,1,client was not previously contacted,0,unknown,False
26,technician,single,secondary,no,342,no,no,cellular,14,oct,133,2,client was not previously contacted,0,unknown,False
64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,client was not previously contacted,0,unknown,True
28,admin.,married,secondary,no,576,yes,yes,cellular,18,may,20,6,client was not previously contacted,0,unknown,False
30,management,married,tertiary,no,1119,no,no,cellular,6,aug,199,7,client was not previously contacted,0,unknown,False
30,admin.,married,secondary,no,358,no,no,cellular,28,jan,156,2,client was not previously contacted,0,unknown,False
34,management,single,tertiary,no,2607,no,no,cellular,7,may,63,1,336,12,other,False
39,blue-collar,married,secondary,no,971,yes,yes,unknown,1,jul,471,3,client was not previously contacted,0,unknown,False
20,student,single,unknown,no,8860,no,no,cellular,7,apr,98,2,client was not previously contacted,0,unknown,False
26,student,single,secondary,no,2469,no,no,cellular,2,feb,406,1,client was not previously contacted,0,unknown,False
49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure,False
