Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,1715,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,3915,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",36,none,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,12612,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,none,4,unknown / no property,47,none,for free,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,4,existing credits paid back duly till now,furniture/equipment,601,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2.0,none,yes,True
no checking account,10,existing credits paid back duly till now,car (new),1546,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,31,none,own,1,unskilled - resident,2.0,none,no,True
0 <= ... < 200 DM,21,existing credits paid back duly till now,business,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,2.0,none,yes,False
< 0 DM,18,existing credits paid back duly till now,radio/television,2600,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3758,500 <= ... < 1000 DM,unemployed,1,female : divorced/separated/married,none,4,unknown / no property,23,none,rent,1,unemployed/ unskilled - non-resident,1.0,none,yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,3979,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,1,"car or other, not in attribute 6",41,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,24,delay in paying off in the past,car (new),2538,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",47,none,own,2,unskilled - resident,2.0,none,yes,False
no checking account,24,existing credits paid back duly till now,radio/television,3235,500 <= ... < 1000 DM,... >= 7 years,3,male : divorced/separated,none,2,"car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,24,existing credits paid back duly till now,radio/television,1377,100 <= ... < 500 DM,... >= 7 years,4,female : divorced/separated/married,none,2,unknown / no property,47,none,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,717,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,52,none,own,3,skilled employee / official,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,education,9055,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,4,unknown / no property,35,none,for free,1,unskilled - resident,2.0,"yes, registered under the customers name",yes,True
>= 200 DM,12,existing credits paid back duly till now,radio/television,1881,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,"car or other, not in attribute 6",44,none,rent,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,4,unknown / no property,50,none,for free,1,skilled employee / official,1.0,none,yes,False
no checking account,15,delay in paying off in the past,radio/television,1478,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,33,bank,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,3060,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,real estate,28,none,own,2,skilled employee / official,1.0,none,yes,False
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1858,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,"car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1.0,none,yes,True
< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,1478,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",44,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,9,existing credits paid back duly till now,furniture/equipment,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,furniture/equipment,10974,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
< 0 DM,24,existing credits paid back duly till now,radio/television,1282,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",32,none,own,1,unskilled - resident,1.0,none,yes,False
no checking account,12,existing credits paid back duly till now,furniture/equipment,1574,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,50,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,delay in paying off in the past,business,2978,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,4,real estate,32,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,4,critical account/ other credits existing (not at this bank),radio/television,1503,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,2,unskilled - resident,2.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1.0,none,yes,False
>= 200 DM,24,existing credits paid back duly till now,car (new),947,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,unknown / no property,38,bank,for free,1,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male : single,none,2,unknown / no property,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,domestic appliances,874,unknown/ no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,30,existing credits paid back duly till now,furniture/equipment,6350,unknown/ no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,42,existing credits paid back duly till now,furniture/equipment,7882,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,4,building society savings agreement/ life insurance,45,none,for free,1,skilled employee / official,2.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,976,unknown/ no savings account,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",35,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1216,100 <= ... < 500 DM,... < 1 year,4,male : single,none,4,unknown / no property,38,bank,own,2,skilled employee / official,2.0,none,yes,False
< 0 DM,21,critical account/ other credits existing (not at this bank),car (new),1602,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1795,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
no checking account,12,existing credits paid back duly till now,car (new),2390,unknown/ no savings account,... >= 7 years,4,male : single,none,3,"car or other, not in attribute 6",50,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,30,critical account/ other credits existing (not at this bank),car (used),6187,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : married/widowed,none,4,"car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,3017,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,1,real estate,34,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
no checking account,36,critical account/ other credits existing (not at this bank),radio/television,9566,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,"car or other, not in attribute 6",31,stores,own,2,skilled employee / official,1.0,none,yes,True
no checking account,24,critical account/ other credits existing (not at this bank),education,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,54,none,for free,2,skilled employee / official,2.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),education,2012,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",61,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,790,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,real estate,66,none,own,1,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,6,delay in paying off in the past,business,1449,100 <= ... < 500 DM,... >= 7 years,1,male : divorced/separated,none,2,"car or other, not in attribute 6",31,bank,own,2,skilled employee / official,2.0,none,yes,True
no checking account,6,existing credits paid back duly till now,radio/television,1595,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,51,none,own,1,skilled employee / official,2.0,none,yes,True
no checking account,12,existing credits paid back duly till now,radio/television,886,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",21,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,39,existing credits paid back duly till now,car (used),2569,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,48,all credits at this bank paid back duly,business,7685,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,"car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1567,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,"car or other, not in attribute 6",22,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),car (used),4576,100 <= ... < 500 DM,unemployed,3,male : single,none,4,"car or other, not in attribute 6",27,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),2625,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/ life insurance,43,bank,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,12,existing credits paid back duly till now,education,1200,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,23,bank,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,30,critical account/ other credits existing (not at this bank),car (used),10623,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown / no property,38,none,for free,3,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),business,1935,... < 100 DM,... >= 7 years,4,male : divorced/separated,none,4,real estate,31,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,12,no credits taken/ all credits paid back duly,furniture/equipment,2759,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,radio/television,2394,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",25,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),3499,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,2,real estate,29,none,own,2,skilled employee / official,1.0,none,yes,False
< 0 DM,24,existing credits paid back duly till now,car (new),4817,... < 100 DM,4 <= ... < 7 years,2,male : single,co-applicant,3,building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/ life insurance,41,bank,own,1,skilled employee / official,2.0,none,yes,False
>= 200 DM,42,no credits taken/ all credits paid back duly,business,6289,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,21,existing credits paid back duly till now,car (used),2476,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,36,delay in paying off in the past,business,7980,unknown/ no savings account,... < 1 year,4,male : single,none,4,"car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,618,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,56,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,all credits at this bank paid back duly,radio/television,1546,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,4,"car or other, not in attribute 6",24,bank,rent,1,unskilled - resident,1.0,none,yes,False
no checking account,15,existing credits paid back duly till now,radio/television,1213,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/ life insurance,47,stores,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,18,existing credits paid back duly till now,radio/television,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,own,1,skilled employee / official,1.0,none,yes,False
no checking account,18,existing credits paid back duly till now,radio/television,433,... < 100 DM,unemployed,3,female : divorced/separated/married,co-applicant,4,real estate,22,none,rent,1,skilled employee / official,1.0,none,yes,False
>= 200 DM,18,existing credits paid back duly till now,radio/television,2100,... < 100 DM,1 <= ... < 4 years,4,male : single,co-applicant,2,real estate,37,stores,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1913,... >= 1000 DM,... < 1 year,3,male : married/widowed,none,3,real estate,36,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,all credits at this bank paid back duly,radio/television,1569,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",34,bank,own,1,unskilled - resident,2.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,radio/television,3509,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,28,critical account/ other credits existing (not at this bank),radio/television,2743,... < 100 DM,... >= 7 years,4,male : single,none,2,"car or other, not in attribute 6",29,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),884,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",36,bank,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
< 0 DM,48,critical account/ other credits existing (not at this bank),car (used),6143,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,58,stores,for free,2,unskilled - resident,1.0,none,yes,False
>= 200 DM,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3105,unknown/ no savings account,... < 1 year,4,male : single,none,2,"car or other, not in attribute 6",25,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1743,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/ life insurance,48,none,own,2,unskilled - resident,1.0,none,yes,True
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1554,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,"car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,21,no credits taken/ all credits paid back duly,car (new),5003,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,18,critical account/ other credits existing (not at this bank),car (used),3850,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),5866,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,4,critical account/ other credits existing (not at this bank),car (new),3380,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,1,real estate,37,none,own,1,skilled employee / official,2.0,none,yes,True
< 0 DM,42,delay in paying off in the past,radio/television,4370,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1163,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,44,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,furniture/equipment,2186,unknown/ no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,42,critical account/ other credits existing (not at this bank),furniture/equipment,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,15,existing credits paid back duly till now,car (new),1721,... < 100 DM,... < 1 year,2,male : single,none,3,real estate,36,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,own,1,skilled employee / official,1.0,none,yes,False
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,629,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/ life insurance,32,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1747,... < 100 DM,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1.0,none,no,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),1056,... < 100 DM,... >= 7 years,3,male : single,guarantor,3,real estate,30,bank,own,2,skilled employee / official,1.0,none,yes,False
no checking account,18,existing credits paid back duly till now,radio/television,1505,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown / no property,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,10,critical account/ other credits existing (not at this bank),car (new),781,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,63,none,for free,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,9,existing credits paid back duly till now,car (new),2507,500 <= ... < 1000 DM,... >= 7 years,2,male : single,none,4,unknown / no property,51,none,for free,1,unskilled - resident,1.0,none,yes,True
>= 200 DM,18,all credits at this bank paid back duly,radio/television,1445,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,4,"car or other, not in attribute 6",49,bank,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2659,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,15,existing credits paid back duly till now,furniture/equipment,2708,... < 100 DM,... < 1 year,2,male : single,none,3,building society savings agreement/ life insurance,27,bank,own,2,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,3590,... < 100 DM,unemployed,3,male : married/widowed,none,3,"car or other, not in attribute 6",40,none,own,3,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1.0,none,yes,False
< 0 DM,36,existing credits paid back duly till now,education,1977,unknown/ no savings account,... >= 7 years,4,male : single,none,4,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,1585,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/ life insurance,40,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,education,684,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",40,none,rent,1,unskilled - resident,2.0,none,yes,False
< 0 DM,12,existing credits paid back duly till now,radio/television,674,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,1,building society savings agreement/ life insurance,20,none,own,1,skilled employee / official,1.0,none,yes,False
no checking account,36,existing credits paid back duly till now,car (new),3079,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,retraining,754,unknown/ no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),car (new),926,... < 100 DM,unemployed,1,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,38,none,own,1,unemployed/ unskilled - non-resident,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,radio/television,1882,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",25,bank,rent,2,skilled employee / official,1.0,none,yes,False
>= 200 DM,24,existing credits paid back duly till now,furniture/equipment,1925,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,9,existing credits paid back duly till now,radio/television,1366,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,2762,unknown/ no savings account,... >= 7 years,1,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,25,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,9,existing credits paid back duly till now,car (new),654,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,"car or other, not in attribute 6",28,none,own,1,unskilled - resident,1.0,none,yes,False
< 0 DM,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1.0,none,yes,False
no checking account,21,existing credits paid back duly till now,radio/television,3160,unknown/ no savings account,... >= 7 years,4,male : single,none,3,building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1967,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,797,unknown/ no savings account,... >= 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,33,bank,own,1,unskilled - resident,2.0,none,yes,False
