Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
no checking account,10,existing credits paid back duly till now,retraining,894,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,14,existing credits paid back duly till now,car (new),3973,... < 100 DM,unemployed,1,male : single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1.0,none,yes,True
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1898,unknown/ no savings account,1 <= ... < 4 years,1,male : single,none,2,real estate,34,none,own,2,unskilled - resident,2.0,none,yes,True
< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,385,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,10,all credits at this bank paid back duly,radio/television,1048,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,23,stores,own,1,unskilled - resident,1.0,none,yes,True
no checking account,60,delay in paying off in the past,radio/television,15653,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,"car or other, not in attribute 6",21,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,6,existing credits paid back duly till now,car (new),662,... < 100 DM,... < 1 year,3,male : single,none,4,real estate,41,none,own,1,unskilled - resident,2.0,"yes, registered under the customers name",yes,True
no checking account,48,existing credits paid back duly till now,business,4844,... < 100 DM,unemployed,3,male : single,none,2,"car or other, not in attribute 6",33,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,983,... >= 1000 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,2578,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown / no property,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
no checking account,42,existing credits paid back duly till now,radio/television,7166,unknown/ no savings account,4 <= ... < 7 years,2,male : married/widowed,none,4,building society savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,9,existing credits paid back duly till now,radio/television,1364,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,59,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3430,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,15,critical account/ other credits existing (not at this bank),car (used),3368,... >= 1000 DM,... >= 7 years,3,male : single,none,4,unknown / no property,23,none,rent,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,24,critical account/ other credits existing (not at this bank),car (new),1940,... >= 1000 DM,... >= 7 years,4,male : single,none,4,real estate,60,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,11,critical account/ other credits existing (not at this bank),car (new),1393,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
< 0 DM,18,delay in paying off in the past,education,8471,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,"car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,12,delay in paying off in the past,car (new),2247,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,"car or other, not in attribute 6",36,stores,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1.0,none,yes,False
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1657,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,27,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,30,existing credits paid back duly till now,radio/television,1867,unknown/ no savings account,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",58,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,radio/television,1603,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",55,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,10,critical account/ other credits existing (not at this bank),furniture/equipment,2069,unknown/ no savings account,1 <= ... < 4 years,2,male : married/widowed,none,1,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1.0,none,no,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4020,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",27,stores,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1995,100 <= ... < 500 DM,... < 1 year,4,male : single,none,1,"car or other, not in attribute 6",27,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/ life insurance,32,bank,own,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,3976,unknown/ no savings account,4 <= ... < 7 years,2,male : single,none,3,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1322,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",40,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398,... < 100 DM,... < 1 year,1,male : married/widowed,none,4,"car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,6,critical account/ other credits existing (not at this bank),car (new),6761,... < 100 DM,4 <= ... < 7 years,1,male : single,none,3,unknown / no property,45,none,own,2,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
no checking account,4,critical account/ other credits existing (not at this bank),radio/television,1544,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2.0,none,yes,True
no checking account,60,critical account/ other credits existing (not at this bank),car (new),13756,unknown/ no savings account,... >= 7 years,2,male : single,none,4,unknown / no property,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),8086,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,"car or other, not in attribute 6",42,none,own,4,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,radio/television,1963,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,"car or other, not in attribute 6",31,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,radio/television,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
no checking account,18,delay in paying off in the past,radio/television,2320,... < 100 DM,unemployed,2,male : married/widowed,none,3,real estate,34,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,5943,unknown/ no savings account,... < 1 year,1,female : divorced/separated/married,none,1,"car or other, not in attribute 6",44,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,1136,... >= 1000 DM,... >= 7 years,4,male : single,none,3,unknown / no property,32,none,for free,2,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,30,delay in paying off in the past,radio/television,1919,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown / no property,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,False
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1655,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1851,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,"car or other, not in attribute 6",33,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3092,100 <= ... < 500 DM,... < 1 year,3,male : married/widowed,none,2,"car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,700,unknown/ no savings account,... >= 7 years,4,male : single,none,4,unknown / no property,36,none,for free,2,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,car (used),1413,... >= 1000 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,55,none,own,1,skilled employee / official,1.0,none,no,True
no checking account,24,existing credits paid back duly till now,furniture/equipment,3062,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,48,critical account/ other credits existing (not at this bank),radio/television,3578,unknown/ no savings account,... >= 7 years,4,male : single,none,1,real estate,47,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,24,existing credits paid back duly till now,business,4591,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,3,building society savings agreement/ life insurance,54,none,own,3,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,existing credits paid back duly till now,radio/television,3181,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1246,... < 100 DM,... < 1 year,4,male : single,none,2,real estate,23,stores,own,1,unskilled - resident,1.0,none,yes,False
no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
