Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
no checking account,24,critical account/ other credits existing (not at this bank),education,1927,unknown/ no savings account,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,"car or other, not in attribute 6",33,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,975,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,3,building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1.0,none,yes,True
>= 200 DM,18,existing credits paid back duly till now,car (new),1961,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,none,2,"car or other, not in attribute 6",23,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,radio/television,2600,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,66,none,own,1,unskilled - resident,1.0,none,yes,False
no checking account,24,critical account/ other credits existing (not at this bank),car (new),2022,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",37,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3105,unknown/ no savings account,... < 1 year,4,male : single,none,2,"car or other, not in attribute 6",25,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,car (new),7393,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2.0,none,yes,True
no checking account,30,critical account/ other credits existing (not at this bank),car (used),7596,unknown/ no savings account,... >= 7 years,1,male : single,none,4,"car or other, not in attribute 6",63,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,radio/television,2279,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),685,... < 100 DM,4 <= ... < 7 years,2,male : married/widowed,none,3,"car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1.0,none,yes,False
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),7758,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,1136,... >= 1000 DM,... >= 7 years,4,male : single,none,3,unknown / no property,32,none,for free,2,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),6560,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3021,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,real estate,24,none,rent,1,unskilled - resident,1.0,none,yes,True
< 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,36,delay in paying off in the past,business,4455,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,real estate,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,18,existing credits paid back duly till now,radio/television,1453,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,retraining,1238,unknown/ no savings account,unemployed,4,male : single,none,4,building society savings agreement/ life insurance,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),radio/television,1154,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,37,none,own,3,unskilled - resident,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1655,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1592,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1.0,none,no,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,976,unknown/ no savings account,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",35,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,36,delay in paying off in the past,car (used),8947,unknown/ no savings account,4 <= ... < 7 years,3,male : single,none,2,"car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
< 0 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),860,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown / no property,39,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,10,existing credits paid back duly till now,car (new),1364,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",64,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1967,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,30,existing credits paid back duly till now,radio/television,2333,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,2,"car or other, not in attribute 6",30,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,car (new),915,unknown/ no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,60,delay in paying off in the past,business,6836,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown / no property,63,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2896,100 <= ... < 500 DM,... < 1 year,2,male : single,none,1,"car or other, not in attribute 6",29,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,5943,unknown/ no savings account,... < 1 year,1,female : divorced/separated/married,none,1,"car or other, not in attribute 6",44,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,18,critical account/ other credits existing (not at this bank),furniture/equipment,1817,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown / no property,28,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,1715,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1934,... < 100 DM,... >= 7 years,2,male : single,none,2,unknown / no property,26,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,42,critical account/ other credits existing (not at this bank),business,5954,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,1,real estate,41,bank,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,48,existing credits paid back duly till now,radio/television,6758,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,12,existing credits paid back duly till now,car (used),2445,unknown/ no savings account,... < 1 year,2,male : married/widowed,none,4,"car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3345,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/ life insurance,39,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3149,... < 100 DM,... < 1 year,4,male : single,none,1,unknown / no property,22,bank,for free,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown / no property,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),3939,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,40,none,own,2,unskilled - resident,2.0,none,yes,True
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),education,701,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",32,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,car (new),1381,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,30,existing credits paid back duly till now,furniture/equipment,6350,unknown/ no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1.0,none,yes,False
no checking account,9,critical account/ other credits existing (not at this bank),car (new),2134,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",48,none,own,3,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,14,existing credits paid back duly till now,car (new),8978,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,4,building society savings agreement/ life insurance,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,False
>= 200 DM,24,critical account/ other credits existing (not at this bank),car (new),1344,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,2,real estate,37,bank,own,2,unskilled - resident,2.0,none,yes,False
0 <= ... < 200 DM,21,existing credits paid back duly till now,business,2767,100 <= ... < 500 DM,... >= 7 years,4,male : divorced/separated,none,2,"car or other, not in attribute 6",61,bank,rent,2,unskilled - resident,1.0,none,yes,False
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),6948,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",35,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,6403,... < 100 DM,... < 1 year,1,male : single,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,48,critical account/ other credits existing (not at this bank),car (used),2751,unknown/ no savings account,... >= 7 years,4,male : single,none,3,"car or other, not in attribute 6",38,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,1138,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,25,none,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,9,critical account/ other credits existing (not at this bank),repairs,1288,100 <= ... < 500 DM,... >= 7 years,3,male : single,guarantor,4,real estate,48,none,own,2,skilled employee / official,2.0,none,no,True
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),8086,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,"car or other, not in attribute 6",42,none,own,4,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,12,delay in paying off in the past,radio/television,585,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,652,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1301,... < 100 DM,... >= 7 years,4,male : married/widowed,guarantor,2,real estate,32,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,24,delay in paying off in the past,business,8648,... < 100 DM,... < 1 year,2,male : single,none,2,"car or other, not in attribute 6",27,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,21,existing credits paid back duly till now,car (used),2476,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1308,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",38,none,own,2,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,1239,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,61,none,for free,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),5866,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,3573,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,23,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,42,critical account/ other credits existing (not at this bank),furniture/equipment,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,7119,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,53,none,for free,2,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3092,100 <= ... < 500 DM,... < 1 year,3,male : married/widowed,none,2,"car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,False
no checking account,24,critical account/ other credits existing (not at this bank),business,4139,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,3,building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,car (used),4657,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1922,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,1.0,none,yes,False
< 0 DM,6,all credits at this bank paid back duly,education,1198,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1.0,none,yes,False
no checking account,36,delay in paying off in the past,business,9572,... < 100 DM,... < 1 year,1,male : divorced/separated,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),business,3652,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1.0,none,yes,True
>= 200 DM,42,critical account/ other credits existing (not at this bank),car (used),4796,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,56,none,for free,1,skilled employee / official,1.0,none,yes,True
< 0 DM,21,existing credits paid back duly till now,radio/television,3357,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1.0,none,yes,True
