Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
< 0 DM,12,existing credits paid back duly till now,radio/television,1498,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"car or other, not in attribute 6",23,bank,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,2132,unknown/ no savings account,... < 1 year,2,female : divorced/separated/married,co-applicant,3,real estate,27,none,rent,2,skilled employee / official,1.0,none,no,True
< 0 DM,21,all credits at this bank paid back duly,car (new),1647,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/ life insurance,40,none,own,2,unskilled - resident,2.0,none,yes,False
< 0 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,18,critical account/ other credits existing (not at this bank),car (used),3850,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),5866,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,education,1200,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,23,bank,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1.0,none,yes,True
< 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),8487,unknown/ no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,car (used),2924,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,4,unknown / no property,63,bank,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),retraining,932,unknown/ no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,"car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1.0,none,yes,False
no checking account,6,existing credits paid back duly till now,radio/television,518,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,1,real estate,29,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),2241,... < 100 DM,... < 1 year,1,male : single,none,3,real estate,48,none,rent,2,unskilled - resident,2.0,none,no,True
no checking account,24,delay in paying off in the past,car (new),2538,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",47,none,own,2,unskilled - resident,2.0,none,yes,False
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1851,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,"car or other, not in attribute 6",33,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,repairs,2384,... < 100 DM,... < 1 year,4,male : single,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1.0,none,yes,False
< 0 DM,12,existing credits paid back duly till now,car (new),2579,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,unskilled - resident,2.0,none,yes,False
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1935,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,43,none,own,3,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,... < 1 year,1,female : divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,21,critical account/ other credits existing (not at this bank),car (new),12680,unknown/ no savings account,... >= 7 years,4,male : single,none,4,unknown / no property,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,18,all credits at this bank paid back duly,car (new),6458,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown / no property,39,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,False
>= 200 DM,10,existing credits paid back duly till now,car (new),3949,... < 100 DM,... < 1 year,1,male : single,guarantor,1,building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,2.0,none,yes,True
0 <= ... < 200 DM,8,existing credits paid back duly till now,furniture/equipment,1237,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,real estate,24,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,2631,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2039,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2028,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1913,... >= 1000 DM,... < 1 year,3,male : married/widowed,none,3,real estate,36,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1255,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,61,none,own,2,unskilled - resident,1.0,none,yes,True
>= 200 DM,36,existing credits paid back duly till now,radio/television,3913,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,23,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,66,none,own,1,unskilled - resident,1.0,none,yes,False
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1291,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,11,existing credits paid back duly till now,business,2142,... >= 1000 DM,... >= 7 years,1,male : divorced/separated,none,2,real estate,28,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,unknown/ no savings account,1 <= ... < 4 years,2,male : married/widowed,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1301,... < 100 DM,... >= 7 years,4,male : married/widowed,guarantor,2,real estate,32,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,9,critical account/ other credits existing (not at this bank),repairs,1288,100 <= ... < 500 DM,... >= 7 years,3,male : single,guarantor,4,real estate,48,none,own,2,skilled employee / official,2.0,none,no,True
< 0 DM,12,existing credits paid back duly till now,radio/television,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
no checking account,9,existing credits paid back duly till now,furniture/equipment,1980,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,"car or other, not in attribute 6",19,none,rent,2,skilled employee / official,1.0,none,yes,False
< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,48,no credits taken/ all credits paid back duly,car (used),4605,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown / no property,24,none,for free,2,skilled employee / official,2.0,none,yes,False
no checking account,24,critical account/ other credits existing (not at this bank),business,4526,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,9,existing credits paid back duly till now,furniture/equipment,1388,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,26,none,rent,1,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,3590,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,2.0,none,yes,True
no checking account,24,critical account/ other credits existing (not at this bank),education,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,54,none,for free,2,skilled employee / official,2.0,none,yes,True
no checking account,11,critical account/ other credits existing (not at this bank),car (new),7228,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1.0,none,yes,True
>= 200 DM,6,existing credits paid back duly till now,car (new),709,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1.0,none,no,True
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,1501,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,3,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,18,delay in paying off in the past,repairs,6204,... < 100 DM,1 <= ... < 4 years,2,male : single,none,4,real estate,44,none,own,1,unskilled - resident,2.0,"yes, registered under the customers name",yes,True
no checking account,6,critical account/ other credits existing (not at this bank),car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",52,none,own,2,unskilled - resident,1.0,none,yes,True
no checking account,15,existing credits paid back duly till now,car (used),4657,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,30,critical account/ other credits existing (not at this bank),car (used),6187,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : married/widowed,none,4,"car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1.0,none,yes,True
< 0 DM,48,existing credits paid back duly till now,car (new),7763,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,False
no checking account,15,critical account/ other credits existing (not at this bank),car (used),3368,... >= 1000 DM,... >= 7 years,3,male : single,none,4,unknown / no property,23,none,rent,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,24,existing credits paid back duly till now,car (new),947,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,unknown / no property,38,bank,for free,1,skilled employee / official,2.0,none,yes,False
< 0 DM,18,existing credits paid back duly till now,car (used),7511,unknown/ no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,repairs,3872,... < 100 DM,unemployed,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",67,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,6,existing credits paid back duly till now,car (new),1203,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,2,building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1.0,none,yes,False
no checking account,24,existing credits paid back duly till now,furniture/equipment,5511,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,none,1,"car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,2622,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",34,none,own,1,skilled employee / official,1.0,none,yes,True
>= 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,1271,unknown/ no savings account,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,14,existing credits paid back duly till now,car (new),3973,... < 100 DM,unemployed,1,male : single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1.0,none,yes,True
no checking account,18,no credits taken/ all credits paid back duly,business,4165,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",36,stores,own,2,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),2862,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1.0,none,yes,True
no checking account,15,all credits at this bank paid back duly,radio/television,1569,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",34,bank,own,1,unskilled - resident,2.0,none,yes,True
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,1553,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),car (new),926,... < 100 DM,unemployed,1,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,38,none,own,1,unemployed/ unskilled - non-resident,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1262,unknown/ no savings account,... >= 7 years,2,male : divorced/separated,none,4,building society savings agreement/ life insurance,49,none,own,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,all credits at this bank paid back duly,radio/television,626,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled - resident,1.0,none,yes,False
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,"car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,30,delay in paying off in the past,radio/television,1919,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown / no property,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,False
no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1.0,none,yes,True
>= 200 DM,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,12,all credits at this bank paid back duly,radio/television,2149,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,1,unknown / no property,29,none,for free,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),958,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,real estate,47,none,own,2,unskilled - resident,2.0,none,yes,True
>= 200 DM,18,all credits at this bank paid back duly,radio/television,1445,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,4,"car or other, not in attribute 6",49,bank,own,1,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,2930,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,2030,unknown/ no savings account,4 <= ... < 7 years,2,male : single,none,1,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/ no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,domestic appliances,741,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4057,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,"car or other, not in attribute 6",43,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,2329,... < 100 DM,... < 1 year,1,female : divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,1901,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,radio/television,1126,unknown/ no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,48,critical account/ other credits existing (not at this bank),radio/television,3578,unknown/ no savings account,... >= 7 years,4,male : single,none,1,real estate,47,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,domestic appliances,1262,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3181,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,car (new),1285,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown / no property,32,none,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1155,... < 100 DM,... >= 7 years,3,male : married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1.0,none,yes,True
no checking account,18,existing credits paid back duly till now,business,1568,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,24,none,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),education,3565,unknown/ no savings account,... < 1 year,2,male : single,none,1,building society savings agreement/ life insurance,37,none,own,2,unskilled - resident,2.0,none,yes,True
no checking account,21,no credits taken/ all credits paid back duly,car (new),5003,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,24,existing credits paid back duly till now,car (used),2670,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,27,delay in paying off in the past,business,5117,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,67,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2483,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,furniture/equipment,2515,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,real estate,43,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,10,existing credits paid back duly till now,car (new),1309,unknown/ no savings account,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1.0,none,yes,False
< 0 DM,36,existing credits paid back duly till now,car (used),8229,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1318,... >= 1000 DM,... >= 7 years,4,male : single,none,4,real estate,54,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,4,"car or other, not in attribute 6",68,none,rent,2,skilled employee / official,1.0,none,yes,False
no checking account,6,existing credits paid back duly till now,repairs,660,500 <= ... < 1000 DM,4 <= ... < 7 years,2,male : married/widowed,none,4,real estate,23,none,rent,1,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1082,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",27,none,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,30,existing credits paid back duly till now,furniture/equipment,3108,... < 100 DM,... < 1 year,2,male : divorced/separated,none,4,building society savings agreement/ life insurance,31,none,own,1,unskilled - resident,1.0,none,yes,False
>= 200 DM,10,existing credits paid back duly till now,furniture/equipment,1275,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,car (new),1469,100 <= ... < 500 DM,... >= 7 years,4,male : married/widowed,none,4,real estate,41,none,rent,1,unskilled - resident,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,business,6568,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,"car or other, not in attribute 6",21,stores,own,1,unskilled - resident,1.0,none,yes,True
no checking account,12,delay in paying off in the past,repairs,1555,... >= 1000 DM,... >= 7 years,4,male : single,none,4,unknown / no property,55,none,for free,2,skilled employee / official,2.0,none,yes,False
no checking account,6,all credits at this bank paid back duly,radio/television,1750,500 <= ... < 1000 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,1311,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,4933,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1.0,none,yes,False
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,2404,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1.0,none,yes,True
