Recency - months since last donation,Frequency - total number of donation,Monetary - total blood donated in c.c.,Time - months since first donation,label
2,1,250,2,True
14,1,250,14,False
16,4,1000,28,False
2,13,3250,32,True
2,5,1250,37,False
2,6,1500,22,False
2,5,1250,16,False
5,7,1750,26,True
4,7,1750,22,True
4,1,250,4,False
2,5,1250,16,True
16,1,250,16,False
21,3,750,64,False
14,4,1000,26,False
23,1,250,23,False
2,1,250,2,False
23,1,250,23,False
1,9,2250,51,False
14,8,2000,26,False
12,9,2250,60,False
16,4,1000,40,False
14,2,500,14,True
2,20,5000,45,True
4,2,500,4,False
1,12,3000,35,False
7,9,2250,89,True
2,1,250,2,False
2,2,500,4,False
2,7,1750,35,True
14,2,500,16,False
14,1,250,14,False
16,12,3000,50,False
4,7,1750,52,False
16,2,500,26,False
2,1,250,2,False
2,1,250,2,True
4,6,1500,35,False
23,3,750,28,False
11,9,2250,38,False
2,4,1000,35,False
2,44,11000,98,False
16,1,250,16,False
4,2,500,4,False
21,5,1250,60,False
16,1,250,16,False
2,4,1000,35,False
2,15,3750,49,True
21,2,500,25,False
14,1,250,14,False
14,5,1250,74,False
9,2,500,26,False
14,2,500,35,True
11,1,250,11,False
14,1,250,14,False
2,1,250,2,False
21,2,500,41,False
4,16,4000,98,True
2,7,1750,58,True
0,13,3250,28,True
11,8,2000,72,False
23,15,3750,57,False
23,1,250,23,False
21,3,750,26,True
2,3,750,52,False
2,2,500,2,False
4,3,750,16,True
2,10,2500,64,False
11,2,500,16,False
2,10,2500,52,False
4,5,1250,16,True
11,1,250,11,True
2,3,750,19,False
14,2,500,35,False
4,8,2000,26,True
16,1,250,16,False
21,2,500,52,False
4,3,750,16,False
23,1,250,23,True
16,2,500,16,False
2,3,750,24,False
16,6,1500,50,False
4,3,750,16,False
4,5,1250,34,False
4,12,3000,88,False
2,6,1500,26,False
5,14,3500,86,False
14,3,750,35,False
4,1,250,4,False
2,3,750,38,True
4,1,250,4,True
9,9,2250,54,False
4,1,250,4,False
10,8,2000,39,False
14,3,750,31,False
23,7,1750,88,False
23,3,750,62,False
9,9,2250,16,False
4,1,250,4,True
2,6,1500,35,True
2,8,2000,38,True
16,4,1000,28,False
2,7,1750,46,True
14,3,750,26,False
11,2,500,38,True
8,9,2250,64,False
4,16,4000,38,True
21,1,250,21,True
4,5,1250,14,True
14,4,1000,57,False
11,1,250,11,False
2,7,1750,76,False
2,1,250,2,False
2,10,2500,28,True
2,6,1500,16,True
2,11,2750,46,False
2,3,750,21,False
11,7,1750,64,False
16,15,3750,87,False
11,7,1750,37,False
14,4,1000,26,False
7,11,2750,89,False
21,2,500,35,False
14,1,250,14,False
14,7,1750,72,False
7,14,3500,48,False
7,5,1250,52,False
16,6,1500,81,False
2,6,1500,16,True
4,6,1500,41,True
2,1,250,2,False
2,2,500,11,True
4,4,1000,34,True
11,12,3000,58,False
21,4,1000,52,False
18,8,2000,95,False
11,6,1500,58,False
21,6,1500,86,False
4,10,2500,28,True
2,3,750,14,False
14,1,250,14,False
14,7,1750,45,False
2,34,8500,77,True
2,1,250,2,False
4,6,1500,35,True
2,4,1000,16,False
14,3,750,52,False
2,13,3250,53,True
26,5,1250,49,True
5,46,11500,98,True
9,3,750,14,False
4,9,2250,38,True
11,5,1250,41,False
3,4,1000,29,True
4,5,1250,58,False
11,6,1500,41,False
2,2,500,41,False
40,1,250,40,False
4,5,1250,16,True
2,5,1250,11,True
2,10,2500,49,False
23,5,1250,58,False
16,1,250,16,False
4,5,1250,74,False
4,2,500,51,True
14,2,500,14,False
4,1,250,4,True
1,14,3500,95,False
4,1,250,4,False
2,5,1250,26,False
2,15,3750,64,False
4,7,1750,58,False
4,3,750,25,True
13,3,750,16,False
16,7,1750,28,False
4,5,1250,26,True
14,5,1250,50,False
4,5,1250,58,False
16,4,1000,58,False
2,1,250,2,False
21,2,500,21,True
9,1,250,9,False
23,3,750,40,False
4,11,2750,28,False
14,1,250,14,False
14,4,1000,23,True
11,2,500,11,False
14,4,1000,38,False
4,4,1000,46,False
16,1,250,16,False
23,1,250,23,False
16,3,750,34,False
4,7,1750,25,False
2,6,1500,45,False
4,2,500,13,False
2,11,2750,23,False
4,7,1750,62,False
2,12,3000,82,False
4,3,750,34,False
4,2,500,52,False
14,7,1750,35,False
2,1,250,2,False
21,1,250,21,False
6,22,5500,28,True
4,2,500,4,True
4,2,500,14,False
21,1,250,21,False
9,2,500,11,False
3,10,2500,33,True
2,1,250,2,True
4,8,2000,28,False
4,6,1500,43,False
4,2,500,59,False
11,3,750,14,False
2,2,500,11,True
7,10,2500,47,False
6,2,500,11,True
11,7,1750,75,False
3,6,1500,21,False
4,1,250,4,False
4,8,2000,40,True
14,2,500,14,False
9,2,500,52,False
4,1,250,4,False
4,6,1500,39,False
1,24,6000,77,False
17,7,1750,58,True
21,2,500,33,False
14,4,1000,40,False
2,1,250,2,False
8,9,2250,58,False
2,1,250,2,False
2,5,1250,34,False
11,4,1000,61,False
11,3,750,26,False
4,2,500,4,True
2,5,1250,26,False
14,6,1500,34,False
8,8,2000,52,True
21,1,250,21,False
4,6,1500,35,False
9,3,750,34,False
21,1,250,21,False
4,5,1250,28,False
4,3,750,24,False
4,1,250,4,False
4,1,250,4,False
2,1,250,2,False
4,2,500,4,False
11,6,1500,71,False
14,2,500,14,False
2,14,3500,57,True
2,2,500,14,False
3,14,3500,35,False
4,5,1250,46,False
4,1,250,4,False
4,8,2000,21,False
2,1,250,2,True
23,8,2000,46,False
23,2,500,26,False
21,2,500,23,False
0,26,6500,76,True
2,5,1250,47,True
14,2,500,14,False
14,2,500,14,False
14,5,1250,64,False
11,2,500,14,False
13,3,750,14,True
16,1,250,16,False
2,3,750,11,False
2,9,2250,74,False
74,1,250,74,False
21,1,250,21,False
2,2,500,33,False
2,16,4000,64,False
23,1,250,23,False
4,6,1500,38,True
4,14,3500,40,False
4,11,2750,78,False
12,11,2750,23,False
16,7,1750,39,False
11,2,500,52,False
4,6,1500,52,False
13,4,1000,21,False
16,5,1250,71,False
7,2,500,16,False
4,1,250,4,False
23,14,3500,93,False
2,8,2000,35,True
4,2,500,29,False
4,6,1500,46,False
4,16,4000,70,True
14,4,1000,64,False
2,3,750,35,False
11,2,500,11,False
16,5,1250,40,True
2,1,250,2,False
2,9,2250,22,True
2,3,750,75,True
14,2,500,29,False
4,1,250,4,False
23,2,500,23,False
14,3,750,28,False
11,4,1000,27,False
2,4,1000,14,True
4,12,3000,34,True
4,2,500,46,False
11,8,2000,52,True
2,1,250,2,False
11,8,2000,46,False
2,4,1000,16,False
16,1,250,16,False
4,17,4250,71,True
