Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
no checking account,9,critical account/ other credits existing (not at this bank),furniture/equipment,2406,... < 100 DM,unemployed,2,male : single,none,3,"car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1860,... < 100 DM,unemployed,4,male : single,none,2,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,9,critical account/ other credits existing (not at this bank),car (new),2134,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",48,none,own,3,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,... < 100 DM,unemployed,4,male : single,none,1,"car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1.0,none,yes,False
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,3573,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,23,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,36,critical account/ other credits existing (not at this bank),education,8065,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,unknown / no property,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,18,existing credits paid back duly till now,car (used),3378,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,1,building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1.0,none,yes,True
< 0 DM,30,critical account/ other credits existing (not at this bank),car (used),6187,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : married/widowed,none,4,"car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,radio/television,2394,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",25,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,9,existing credits paid back duly till now,furniture/equipment,1313,... < 100 DM,... >= 7 years,1,male : single,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),2957,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,63,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
>= 200 DM,6,existing credits paid back duly till now,car (new),709,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1.0,none,no,True
no checking account,12,existing credits paid back duly till now,radio/television,804,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",38,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,9,existing credits paid back duly till now,car (new),654,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,"car or other, not in attribute 6",28,none,own,1,unskilled - resident,1.0,none,yes,False
< 0 DM,24,existing credits paid back duly till now,radio/television,1603,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",55,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/ no savings account,unemployed,4,male : single,none,4,unknown / no property,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,9,critical account/ other credits existing (not at this bank),education,936,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,2,"car or other, not in attribute 6",52,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,24,existing credits paid back duly till now,car (used),2679,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown / no property,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1.0,none,yes,False
no checking account,11,critical account/ other credits existing (not at this bank),car (new),1393,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
no checking account,33,delay in paying off in the past,business,2764,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1246,... < 100 DM,... < 1 year,4,male : single,none,2,real estate,23,stores,own,1,unskilled - resident,1.0,none,yes,False
no checking account,24,existing credits paid back duly till now,business,4591,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,3,building society savings agreement/ life insurance,54,none,own,3,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,existing credits paid back duly till now,radio/television,2397,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,"car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,3612,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,radio/television,1386,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,6,existing credits paid back duly till now,car (new),672,... < 100 DM,unemployed,1,female : divorced/separated/married,none,4,real estate,54,none,own,1,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,True
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2872,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,4,real estate,36,none,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
>= 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,3617,unknown/ no savings account,... >= 7 years,4,male : single,co-applicant,4,unknown / no property,20,none,rent,2,skilled employee / official,1.0,none,yes,True
no checking account,9,existing credits paid back duly till now,radio/television,2753,100 <= ... < 500 DM,... >= 7 years,3,male : single,co-applicant,4,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),276,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,22,none,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,radio/television,1963,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,"car or other, not in attribute 6",31,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
< 0 DM,24,all credits at this bank paid back duly,others,1358,unknown/ no savings account,... >= 7 years,4,male : single,none,3,"car or other, not in attribute 6",40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,all credits at this bank paid back duly,education,1837,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1.0,none,yes,False
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2039,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,67,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
