Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
no checking account,27,critical account/ other credits existing (not at this bank),furniture/equipment,4526,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,39,delay in paying off in the past,education,11760,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1360,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,business,1953,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,61,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,48,existing credits paid back duly till now,furniture/equipment,9960,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,15,existing credits paid back duly till now,furniture/equipment,2186,unknown/ no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3430,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,60,all credits at this bank paid back duly,others,14782,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,4,unknown / no property,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,existing credits paid back duly till now,car (new),2255,unknown/ no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/ life insurance,54,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,54,no credits taken/ all credits paid back duly,car (used),9436,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/ life insurance,39,none,own,1,unskilled - resident,2.0,none,yes,True
no checking account,9,critical account/ other credits existing (not at this bank),car (new),1224,... < 100 DM,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,27,delay in paying off in the past,car (used),8613,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,2,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1800,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,2,"car or other, not in attribute 6",30,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,"car or other, not in attribute 6",22,bank,rent,1,skilled employee / official,1.0,none,no,True
no checking account,12,existing credits paid back duly till now,furniture/equipment,1123,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1.0,none,yes,False
no checking account,15,critical account/ other credits existing (not at this bank),education,1532,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,10,existing credits paid back duly till now,radio/television,2315,... < 100 DM,... >= 7 years,3,male : single,none,4,real estate,52,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,car (new),672,... < 100 DM,unemployed,1,female : divorced/separated/married,none,4,real estate,54,none,own,1,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,True
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,all credits at this bank paid back duly,radio/television,2149,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,1,unknown / no property,29,none,for free,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,6403,... < 100 DM,... < 1 year,1,male : single,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,retraining,1238,unknown/ no savings account,unemployed,4,male : single,none,4,building society savings agreement/ life insurance,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,5954,... < 100 DM,4 <= ... < 7 years,3,male : single,co-applicant,2,"car or other, not in attribute 6",38,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,24,all credits at this bank paid back duly,education,1837,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1.0,none,yes,False
0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3832,... < 100 DM,... < 1 year,2,male : married/widowed,none,1,building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,36,existing credits paid back duly till now,others,15857,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,"car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
< 0 DM,24,all credits at this bank paid back duly,others,1358,unknown/ no savings account,... >= 7 years,4,male : single,none,3,"car or other, not in attribute 6",40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1514,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,22,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,radio/television,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
no checking account,9,existing credits paid back duly till now,domestic appliances,1236,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1262,unknown/ no savings account,... >= 7 years,2,male : divorced/separated,none,4,building society savings agreement/ life insurance,49,none,own,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
< 0 DM,6,existing credits paid back duly till now,furniture/equipment,428,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,1,building society savings agreement/ life insurance,49,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,45,no credits taken/ all credits paid back duly,business,11816,... < 100 DM,... >= 7 years,2,male : single,none,4,"car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2.0,none,yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,3001,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,40,none,rent,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,24,no credits taken/ all credits paid back duly,business,4241,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,real estate,36,none,own,3,unskilled - resident,1.0,"yes, registered under the customers name",yes,False
no checking account,12,existing credits paid back duly till now,radio/television,886,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",21,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,28,stores,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1957,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3105,unknown/ no savings account,... < 1 year,4,male : single,none,2,"car or other, not in attribute 6",25,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,48,delay in paying off in the past,radio/television,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,1,"car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,car (new),2662,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1.0,none,no,True
>= 200 DM,12,all credits at this bank paid back duly,radio/television,409,... >= 1000 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,3,real estate,42,none,rent,2,skilled employee / official,1.0,none,yes,True
>= 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,3617,unknown/ no savings account,... >= 7 years,4,male : single,co-applicant,4,unknown / no property,20,none,rent,2,skilled employee / official,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,car (used),4686,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,unknown / no property,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,2577,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,1,"car or other, not in attribute 6",42,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,car (used),6579,... < 100 DM,unemployed,4,male : single,none,2,unknown / no property,29,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,12,existing credits paid back duly till now,furniture/equipment,2251,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,"car or other, not in attribute 6",46,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,385,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
< 0 DM,36,critical account/ other credits existing (not at this bank),furniture/equipment,6229,... < 100 DM,... < 1 year,4,female : divorced/separated/married,co-applicant,4,unknown / no property,23,none,rent,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,False
< 0 DM,15,delay in paying off in the past,furniture/equipment,3643,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,car (new),1207,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1.0,none,yes,False
>= 200 DM,9,existing credits paid back duly till now,radio/television,1126,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,real estate,49,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,48,existing credits paid back duly till now,radio/television,10222,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,3,"car or other, not in attribute 6",37,stores,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,36,existing credits paid back duly till now,education,1819,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,37,stores,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,1521,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,"car or other, not in attribute 6",31,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1149,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,46,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,30,existing credits paid back duly till now,radio/television,2333,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,2,"car or other, not in attribute 6",30,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,False
no checking account,15,delay in paying off in the past,furniture/equipment,960,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1282,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1.0,none,yes,False
< 0 DM,12,existing credits paid back duly till now,car (new),1372,... < 100 DM,4 <= ... < 7 years,2,male : divorced/separated,none,3,"car or other, not in attribute 6",36,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,3844,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,4,unknown / no property,34,none,for free,1,unskilled - resident,2.0,none,yes,False
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1743,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/ life insurance,48,none,own,2,unskilled - resident,1.0,none,yes,True
>= 200 DM,24,existing credits paid back duly till now,radio/television,1258,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,3,"car or other, not in attribute 6",57,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,car (new),759,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,48,delay in paying off in the past,education,6224,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,50,none,for free,1,skilled employee / official,1.0,none,yes,False
no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,368,unknown/ no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,car (new),3757,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,co-applicant,4,unknown / no property,62,none,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,338,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",52,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,education,1393,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,radio/television,4594,... < 100 DM,... < 1 year,3,male : single,none,2,"car or other, not in attribute 6",32,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,46,none,own,2,unskilled - resident,1.0,none,yes,True
no checking account,36,no credits taken/ all credits paid back duly,repairs,2613,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,2991,unknown/ no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",25,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,2273,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,"car or other, not in attribute 6",32,none,own,2,skilled employee / official,2.0,none,yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1155,... < 100 DM,... >= 7 years,3,male : married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1.0,none,yes,True
no checking account,6,delay in paying off in the past,business,1743,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,34,none,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,18,no credits taken/ all credits paid back duly,business,3104,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,building society savings agreement/ life insurance,31,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,4933,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,1924,unknown/ no savings account,... < 1 year,4,female : divorced/separated/married,none,3,real estate,27,none,rent,1,skilled employee / official,1.0,none,yes,False
< 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,"car or other, not in attribute 6",54,none,own,1,skilled employee / official,1.0,none,yes,False
>= 200 DM,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,15,existing credits paid back duly till now,car (used),3029,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown / no property,46,none,for free,1,skilled employee / official,2.0,none,yes,False
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1655,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
no checking account,24,existing credits paid back duly till now,radio/television,2397,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,"car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,3711,unknown/ no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,"car or other, not in attribute 6",27,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"car or other, not in attribute 6",42,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1444,unknown/ no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,20,critical account/ other credits existing (not at this bank),car (new),3485,unknown/ no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,6,existing credits paid back duly till now,furniture/equipment,2116,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,41,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,"car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1.0,none,yes,False
< 0 DM,42,delay in paying off in the past,radio/television,4370,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,... < 1 year,1,female : divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,36,critical account/ other credits existing (not at this bank),car (used),5842,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,6,delay in paying off in the past,car (new),1209,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/ life insurance,47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1577,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,radio/television,1595,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/ life insurance,51,none,own,1,skilled employee / official,2.0,none,yes,True
< 0 DM,6,existing credits paid back duly till now,car (used),1352,500 <= ... < 1000 DM,unemployed,1,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,23,none,rent,1,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),radio/television,1154,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,37,none,own,3,unskilled - resident,1.0,none,yes,True
no checking account,6,critical account/ other credits existing (not at this bank),car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",52,none,own,2,unskilled - resident,1.0,none,yes,True
