age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,client was not previously contacted,0,unknown,True
50,management,married,tertiary,no,253,no,no,cellular,28,may,513,9,client was not previously contacted,0,unknown,True
49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,1,97,3,failure,True
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,True
34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,client was not previously contacted,0,unknown,True
48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,True
36,management,single,tertiary,no,479,no,no,cellular,9,feb,629,2,client was not previously contacted,0,unknown,True
49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,client was not previously contacted,0,unknown,True
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,client was not previously contacted,0,unknown,True
27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,client was not previously contacted,0,unknown,True
36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,True
39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,client was not previously contacted,0,unknown,True
50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,client was not previously contacted,0,unknown,True
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,True
33,management,single,tertiary,no,131,yes,no,cellular,12,oct,209,3,427,2,failure,True
35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,client was not previously contacted,0,unknown,True
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,1,client was not previously contacted,0,unknown,True
59,blue-collar,married,unknown,no,337,no,no,unknown,18,jun,100,4,client was not previously contacted,0,unknown,False
53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,False
32,technician,married,secondary,no,268,yes,yes,cellular,22,jul,102,5,client was not previously contacted,0,unknown,False
30,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,client was not previously contacted,0,unknown,False
44,management,married,tertiary,no,278,no,no,cellular,28,aug,95,4,client was not previously contacted,0,unknown,False
40,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,client was not previously contacted,0,unknown,False
44,housemaid,married,primary,no,26,yes,no,cellular,23,jul,952,2,client was not previously contacted,0,unknown,False
45,technician,married,secondary,no,999,yes,no,cellular,20,nov,215,6,188,2,failure,False
39,blue-collar,married,secondary,no,474,yes,yes,unknown,26,may,219,4,client was not previously contacted,0,unknown,False
30,technician,single,secondary,no,18,no,no,unknown,19,may,798,1,client was not previously contacted,0,unknown,False
42,blue-collar,married,secondary,no,2717,yes,yes,cellular,20,apr,181,2,270,2,failure,False
34,blue-collar,married,secondary,no,7216,yes,no,unknown,26,may,143,2,client was not previously contacted,0,unknown,False
47,services,married,secondary,no,665,yes,no,cellular,20,aug,251,3,client was not previously contacted,0,unknown,False
49,blue-collar,single,primary,no,48,no,no,cellular,9,feb,433,3,client was not previously contacted,0,unknown,False
48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348,1,client was not previously contacted,0,unknown,False
51,technician,divorced,secondary,yes,-113,no,yes,cellular,22,jul,314,4,client was not previously contacted,0,unknown,False
31,management,single,tertiary,no,1536,no,no,cellular,22,aug,234,2,client was not previously contacted,0,unknown,False
32,management,married,tertiary,no,2737,yes,yes,unknown,23,may,38,1,client was not previously contacted,0,unknown,False
21,student,single,unknown,no,210,yes,no,unknown,19,may,53,1,client was not previously contacted,0,unknown,False
56,retired,married,secondary,no,728,no,no,cellular,18,nov,163,2,110,15,failure,False
44,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,473,1,client was not previously contacted,0,unknown,False
60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,client was not previously contacted,0,unknown,False
37,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,client was not previously contacted,0,unknown,False
27,student,single,secondary,no,1164,no,no,cellular,21,oct,256,2,104,2,failure,False
29,blue-collar,married,secondary,no,64,yes,no,cellular,14,may,444,2,366,3,failure,False
41,self-employed,married,tertiary,no,57,no,no,cellular,19,aug,61,5,client was not previously contacted,0,unknown,False
29,self-employed,single,tertiary,no,300,no,no,cellular,3,feb,125,1,client was not previously contacted,0,unknown,False
36,entrepreneur,married,secondary,no,-280,no,no,unknown,17,aug,6,1,client was not previously contacted,0,unknown,False
34,technician,divorced,secondary,no,89,yes,no,unknown,27,jun,101,5,client was not previously contacted,0,unknown,False
57,technician,married,secondary,no,93,no,no,unknown,9,jun,82,2,client was not previously contacted,0,unknown,False
45,admin.,married,secondary,no,335,no,no,cellular,9,jul,89,3,client was not previously contacted,0,unknown,False
55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,client was not previously contacted,0,unknown,False
53,services,married,secondary,no,-363,yes,no,cellular,7,aug,201,2,client was not previously contacted,0,unknown,False
34,management,married,secondary,no,240,yes,no,unknown,23,may,260,3,client was not previously contacted,0,unknown,False
43,management,married,tertiary,no,-69,yes,no,unknown,26,may,48,2,client was not previously contacted,0,unknown,False
35,services,single,secondary,no,3816,no,no,cellular,13,jan,331,2,195,1,other,False
30,management,married,tertiary,no,367,no,no,cellular,4,feb,170,2,client was not previously contacted,0,unknown,False
52,blue-collar,single,secondary,no,-477,no,no,cellular,31,jul,37,4,client was not previously contacted,0,unknown,False
35,blue-collar,married,primary,no,208,yes,no,unknown,23,may,247,3,client was not previously contacted,0,unknown,False
43,unemployed,married,secondary,no,775,no,no,cellular,16,dec,325,1,124,2,failure,False
35,unemployed,single,primary,no,483,no,no,cellular,3,feb,115,1,client was not previously contacted,0,unknown,False
38,blue-collar,married,primary,no,447,yes,no,cellular,13,may,699,1,client was not previously contacted,0,unknown,False
34,management,married,tertiary,no,224,no,no,cellular,25,aug,108,5,client was not previously contacted,0,unknown,False
40,unemployed,single,secondary,no,75,yes,no,unknown,29,may,203,1,client was not previously contacted,0,unknown,False
25,blue-collar,single,primary,no,155,yes,no,unknown,30,may,85,4,client was not previously contacted,0,unknown,False
34,management,married,tertiary,no,-218,yes,no,cellular,8,aug,126,2,client was not previously contacted,0,unknown,False
53,admin.,married,secondary,no,8892,yes,no,cellular,20,nov,151,1,client was not previously contacted,0,unknown,False
33,technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,client was not previously contacted,0,unknown,False
37,self-employed,married,secondary,no,8230,yes,no,cellular,17,nov,51,1,client was not previously contacted,0,unknown,False
33,blue-collar,married,primary,no,359,yes,yes,cellular,19,nov,158,1,client was not previously contacted,0,unknown,False
48,management,married,tertiary,no,0,yes,no,unknown,6,jun,300,5,client was not previously contacted,0,unknown,False
35,technician,married,tertiary,no,489,no,no,cellular,5,aug,592,2,client was not previously contacted,0,unknown,False
54,management,divorced,secondary,no,-415,yes,no,unknown,26,may,290,2,client was not previously contacted,0,unknown,False
30,technician,single,secondary,no,778,yes,no,cellular,18,may,22,2,346,2,failure,False
47,management,married,tertiary,no,1884,yes,yes,cellular,19,aug,74,2,client was not previously contacted,0,unknown,False
34,admin.,married,primary,no,412,yes,no,cellular,30,jul,134,2,client was not previously contacted,0,unknown,False
19,student,single,secondary,no,1803,no,no,cellular,23,jun,124,1,105,1,failure,False
25,technician,married,tertiary,no,400,no,no,cellular,30,apr,352,1,client was not previously contacted,0,unknown,False
47,technician,married,unknown,no,-598,yes,no,unknown,28,may,239,4,client was not previously contacted,0,unknown,False
53,self-employed,divorced,tertiary,no,8,no,no,cellular,28,jan,201,3,client was not previously contacted,0,unknown,False
36,blue-collar,single,secondary,no,661,yes,no,cellular,11,may,14,8,client was not previously contacted,0,unknown,False
44,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,client was not previously contacted,0,unknown,False
34,technician,married,secondary,no,2019,yes,yes,unknown,27,jun,102,1,client was not previously contacted,0,unknown,False
24,technician,single,secondary,no,246,yes,yes,cellular,15,may,224,1,client was not previously contacted,0,unknown,False
56,retired,married,unknown,no,230,no,no,cellular,8,jun,58,2,client was not previously contacted,0,unknown,False
42,blue-collar,married,secondary,no,351,yes,no,unknown,16,may,76,21,client was not previously contacted,0,unknown,False
47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195,3,112,8,other,False
50,management,single,tertiary,no,0,no,no,cellular,22,aug,128,4,client was not previously contacted,0,unknown,False
41,blue-collar,single,primary,no,1649,yes,no,unknown,16,may,312,3,client was not previously contacted,0,unknown,False
68,retired,married,tertiary,no,2820,no,no,cellular,28,aug,109,2,client was not previously contacted,0,unknown,False
57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,jun,238,6,client was not previously contacted,0,unknown,False
