age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,client was not previously contacted,0,unknown,True
47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,client was not previously contacted,0,unknown,True
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,client was not previously contacted,0,unknown,True
27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,client was not previously contacted,0,unknown,True
34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,True
35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,client was not previously contacted,0,unknown,True
40,management,married,tertiary,no,1855,no,no,telephone,8,feb,78,6,client was not previously contacted,0,unknown,True
40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,True
34,admin.,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other,True
68,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277,1,184,2,success,True
46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,client was not previously contacted,0,unknown,True
56,services,married,secondary,no,1989,no,no,cellular,3,aug,279,4,181,4,success,True
34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,True
60,services,single,primary,no,313,yes,no,unknown,15,may,920,2,client was not previously contacted,0,unknown,True
33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,True
38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,True
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,True
30,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,2,client was not previously contacted,0,unknown,True
18,student,single,unknown,no,348,no,no,cellular,5,may,443,4,client was not previously contacted,0,unknown,True
35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,client was not previously contacted,0,unknown,True
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,True
34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,client was not previously contacted,0,unknown,True
56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,368,2,failure,True
78,retired,married,unknown,no,4807,no,no,telephone,22,oct,1002,4,client was not previously contacted,0,unknown,True
37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,client was not previously contacted,0,unknown,True
31,blue-collar,single,unknown,no,6281,no,no,cellular,22,oct,257,1,128,3,other,True
34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,True
46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,client was not previously contacted,0,unknown,True
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,client was not previously contacted,0,unknown,True
50,management,married,tertiary,no,5969,no,no,cellular,25,jan,455,1,544,2,failure,True
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,client was not previously contacted,0,unknown,True
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,True
47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,True
33,management,married,tertiary,no,1047,no,no,cellular,8,aug,512,4,client was not previously contacted,0,unknown,True
51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,client was not previously contacted,0,unknown,True
58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,87,5,success,True
55,technician,married,unknown,no,240,yes,no,cellular,2,aug,108,3,277,1,success,True
52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,True
36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,client was not previously contacted,0,unknown,True
22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,client was not previously contacted,0,unknown,True
42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,client was not previously contacted,0,unknown,True
44,admin.,divorced,secondary,no,163,yes,no,cellular,14,jul,1669,2,client was not previously contacted,0,unknown,True
36,technician,single,secondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,True
60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,1,270,1,failure,True
76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,True
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,True
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,True
32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,client was not previously contacted,0,unknown,True
49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,True
52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,client was not previously contacted,0,unknown,True
38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,True
49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,True
36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,687,7,client was not previously contacted,0,unknown,True
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,True
59,retired,divorced,secondary,no,5583,yes,no,cellular,30,apr,720,1,client was not previously contacted,0,unknown,True
52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,client was not previously contacted,0,unknown,True
30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,True
44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,client was not previously contacted,0,unknown,True
47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,True
34,management,single,tertiary,no,13014,no,no,cellular,13,aug,738,1,client was not previously contacted,0,unknown,True
28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,client was not previously contacted,0,unknown,True
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,client was not previously contacted,0,unknown,True
43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,2,95,4,success,True
52,management,married,tertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,True
35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,1,client was not previously contacted,0,unknown,True
44,management,divorced,tertiary,yes,-411,yes,no,unknown,2,jun,432,4,client was not previously contacted,0,unknown,True
31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,client was not previously contacted,0,unknown,True
43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,1,client was not previously contacted,0,unknown,True
77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,client was not previously contacted,0,unknown,True
57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,client was not previously contacted,0,unknown,True
28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,client was not previously contacted,0,unknown,True
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,client was not previously contacted,0,unknown,True
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,True
24,student,single,tertiary,no,834,no,no,cellular,9,sep,679,1,client was not previously contacted,0,unknown,True
50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,client was not previously contacted,0,unknown,True
23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,client was not previously contacted,0,unknown,True
27,admin.,married,tertiary,no,73,no,no,cellular,10,feb,159,1,client was not previously contacted,0,unknown,True
28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,client was not previously contacted,0,unknown,True
40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,client was not previously contacted,0,unknown,True
59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,True
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,True
32,admin.,married,tertiary,no,284,yes,no,cellular,29,apr,717,3,client was not previously contacted,0,unknown,True
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,True
73,retired,married,tertiary,no,459,no,no,cellular,17,feb,281,1,client was not previously contacted,0,unknown,True
23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,True
33,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,763,1,client was not previously contacted,0,unknown,True
41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,client was not previously contacted,0,unknown,True
27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,197,2,success,True
37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,failure,True
60,retired,married,secondary,no,11,no,no,cellular,29,jun,265,1,586,2,failure,True
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,True
47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,True
68,retired,married,secondary,no,445,no,no,cellular,18,feb,475,1,client was not previously contacted,0,unknown,True
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,True
33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,client was not previously contacted,0,unknown,True
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,True
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,client was not previously contacted,0,unknown,True
32,management,single,tertiary,no,935,no,no,cellular,9,nov,165,1,91,7,success,True
50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,True
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,True
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,True
33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,355,4,failure,True
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,True
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,True
30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,True
65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,1,client was not previously contacted,0,unknown,True
31,admin.,married,secondary,no,307,yes,no,unknown,9,may,538,1,client was not previously contacted,0,unknown,True
29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,client was not previously contacted,0,unknown,True
47,management,married,tertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,True
37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,client was not previously contacted,0,unknown,True
37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,client was not previously contacted,0,unknown,True
36,technician,single,secondary,no,4136,yes,no,unknown,30,may,812,3,client was not previously contacted,0,unknown,True
51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,client was not previously contacted,0,unknown,True
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,client was not previously contacted,0,unknown,True
49,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,1,client was not previously contacted,0,unknown,True
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,client was not previously contacted,0,unknown,True
55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,client was not previously contacted,0,unknown,True
35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,client was not previously contacted,0,unknown,True
34,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,1,client was not previously contacted,0,unknown,True
36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,True
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,True
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,True
28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,client was not previously contacted,0,unknown,True
56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,True
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,failure,True
38,admin.,married,secondary,no,0,yes,no,cellular,8,jun,187,1,181,2,success,True
47,management,divorced,tertiary,no,12026,yes,no,telephone,27,oct,251,1,client was not previously contacted,0,unknown,True
31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,client was not previously contacted,0,unknown,True
51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,8,client was not previously contacted,0,unknown,True
31,technician,married,secondary,no,318,no,no,cellular,2,dec,310,1,client was not previously contacted,0,unknown,True
42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,True
45,management,married,tertiary,no,31472,no,no,cellular,19,jul,568,7,client was not previously contacted,0,unknown,True
25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,True
32,technician,married,secondary,no,484,yes,no,cellular,15,feb,83,6,187,3,success,True
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,1,91,12,success,True
29,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,1,client was not previously contacted,0,unknown,True
35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,True
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,client was not previously contacted,0,unknown,True
71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,client was not previously contacted,0,unknown,True
53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,677,1,client was not previously contacted,0,unknown,True
35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,client was not previously contacted,0,unknown,True
80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,True
35,services,married,secondary,no,4170,yes,no,unknown,20,may,1777,1,client was not previously contacted,0,unknown,True
29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,1,86,5,failure,True
39,unemployed,single,tertiary,no,7,yes,no,cellular,20,nov,931,4,client was not previously contacted,0,unknown,True
44,blue-collar,single,primary,no,1593,yes,no,unknown,29,may,828,3,client was not previously contacted,0,unknown,True
32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,716,1,client was not previously contacted,0,unknown,True
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,True
30,management,married,tertiary,no,4328,no,no,cellular,30,apr,262,3,189,11,other,True
28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,True
54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,client was not previously contacted,0,unknown,True
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,True
50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,client was not previously contacted,0,unknown,True
37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,client was not previously contacted,0,unknown,True
51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,client was not previously contacted,0,unknown,True
38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,client was not previously contacted,0,unknown,True
57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,client was not previously contacted,0,unknown,True
73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,client was not previously contacted,0,unknown,True
33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure,True
59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,client was not previously contacted,0,unknown,True
44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,client was not previously contacted,0,unknown,True
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,client was not previously contacted,0,unknown,True
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,client was not previously contacted,0,unknown,True
30,student,single,unknown,no,4468,no,no,cellular,2,feb,204,1,client was not previously contacted,0,unknown,True
37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,True
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,client was not previously contacted,0,unknown,True
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,True
36,management,married,tertiary,no,849,yes,yes,unknown,21,may,958,2,client was not previously contacted,0,unknown,True
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,4,client was not previously contacted,0,unknown,True
23,student,single,unknown,no,2530,no,no,cellular,12,may,411,1,client was not previously contacted,0,unknown,True
34,management,married,tertiary,no,8000,no,no,cellular,12,feb,291,1,260,2,failure,True
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,True
81,retired,divorced,secondary,no,452,no,no,telephone,16,dec,443,1,client was not previously contacted,0,unknown,True
41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,client was not previously contacted,0,unknown,True
30,services,single,secondary,no,495,yes,no,cellular,21,nov,641,1,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,client was not previously contacted,0,unknown,True
38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,client was not previously contacted,0,unknown,True
27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,client was not previously contacted,0,unknown,True
53,technician,married,secondary,no,-725,yes,no,unknown,27,may,1205,1,client was not previously contacted,0,unknown,True
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,True
46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,client was not previously contacted,0,unknown,True
35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success,True
40,management,married,tertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success,True
67,retired,married,unknown,no,2540,no,no,telephone,14,jun,278,5,116,4,other,True
19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,True
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,client was not previously contacted,0,unknown,True
40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1017,1,client was not previously contacted,0,unknown,True
41,technician,married,secondary,no,1270,yes,no,unknown,5,may,1389,1,client was not previously contacted,0,unknown,True
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,client was not previously contacted,0,unknown,True
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,True
29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure,True
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,True
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,client was not previously contacted,0,unknown,True
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,True
39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,aug,357,1,182,2,success,True
43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,client was not previously contacted,0,unknown,True
22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,client was not previously contacted,0,unknown,True
47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,3,client was not previously contacted,0,unknown,True
44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,client was not previously contacted,0,unknown,True
43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,True
20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,client was not previously contacted,0,unknown,True
24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,client was not previously contacted,0,unknown,True
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,client was not previously contacted,0,unknown,True
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,client was not previously contacted,0,unknown,True
53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,client was not previously contacted,0,unknown,True
66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,411,1,client was not previously contacted,0,unknown,True
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,True
25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,client was not previously contacted,0,unknown,True
37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,71,1,client was not previously contacted,0,unknown,True
37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,1555,2,client was not previously contacted,0,unknown,True
50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,client was not previously contacted,0,unknown,True
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,239,7,success,True
