Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
39,White,Male,married,Husband,United States,craft and repair sector,local government,0,0,associate's degree,40,True
21,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,finished 11th class,38,False
54,White,Female,divorced,Not-in-family,United States,professional specialty,private sector employee,0,2559,master's degree,40,True
47,White,Male,married,Other-relative,United States,service sector,local government,3908,0,high school graduate,40,False
53,White,Male,married,Husband,Dominican-Republic,service sector,private sector employee,0,0,finished 9th class,40,False
34,Black,Male,never married,Not-in-family,,professional specialty,private sector employee,0,0,master's degree,45,True
41,White,Female,never married,Not-in-family,United States,professional specialty,state government,0,0,bachelor's degree,40,False
46,White,Male,married,Husband,,sales sector,private sector employee,0,0,high school graduate,35,False
55,White,Female,divorced,Not-in-family,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,professional degree,35,False
58,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,True
41,White,Female,married,Wife,United States,professional specialty,private sector employee,0,0,professional degree,40,True
19,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,40,False
36,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,master's degree,50,True
31,,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,35,False
46,White,Male,married,Husband,United States,professional specialty,local government,0,0,bachelor's degree,38,True
17,White,Female,never married,Own-child,United States,service sector,local government,0,0,finished 10th class,25,False
34,White,Male,married,Husband,United States,execution and management,private sector employee,7688,0,bachelor's degree,40,True
27,Black,Male,never married,Own-child,United States,,,0,0,high school graduate,40,False
30,White,Female,separated,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
43,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,50,False
33,Black,Female,divorced,Unmarried,United States,craft and repair sector,federal government,0,0,college for one or more years without a degree,40,True
37,White,Male,married,Husband,United States,execution and management,private sector employee,4386,0,high school graduate,45,True
67,White,Female,widowed,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,24,False
59,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,43,True
59,Asian-Pac-Islander,Male,divorced,Not-in-family,China,service sector,private sector employee,0,0,high school graduate,40,False
54,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
46,White,Female,married,Wife,United States,professional specialty,local government,0,0,bachelor's degree,70,False
53,White,Female,widowed,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
34,Amer-Indian-Eskimo,Male,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,college for less than one year,44,False
41,White,Female,divorced,Unmarried,United States,craft and repair sector,private sector employee,0,0,high school graduate,50,False
81,White,Male,married,Husband,Poland,professional specialty,private sector employee,0,0,finished 4th class,15,False
24,Asian-Pac-Islander,Female,married,Own-child,Vietnam,service sector,private sector employee,0,0,finished 4th class,5,False
26,White,Female,divorced,Other-relative,United States,,,0,0,college for less than one year,35,False
46,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,60,False
26,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,finished 10th class,40,False
32,White,Male,married,Husband,United States,execution and management,private sector employee,0,1902,bachelor's degree,60,True
27,Black,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,40,False
18,White,Female,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,20,False
45,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",local government,0,0,high school graduate,40,False
20,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,15,False
21,White,Male,never married,Other-relative,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,35,False
41,White,Male,married,Husband,United States,professional specialty,local government,0,0,master's degree,61,True
21,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,college for less than one year,45,False
51,White,Female,divorced,Unmarried,United States,execution and management,local government,0,0,master's degree,40,False
