age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
26,White,Female,Divorced,Other-relative,United-States,,,0,0,Some-college,35,False
46,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Bachelors,60,False
26,White,Female,Divorced,Not-in-family,United-States,Other-service,Private,0,0,10th,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,1902,Bachelors,60,True
27,Black,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,40,False
18,White,Female,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,HS-grad,20,False
45,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Local-gov,0,0,HS-grad,40,False
20,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,15,False
21,White,Male,Never-married,Other-relative,United-States,Machine-op-inspct,Private,0,0,Some-college,35,False
41,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Masters,61,True
21,White,Male,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,45,False
51,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Local-gov,0,0,Masters,40,False
