Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
23,White,Male,married,Husband,Mexico,service sector,private sector employee,0,0,finished 6th class,40,False
34,Asian-Pac-Islander,Female,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,professional degree,40,False
36,White,Female,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,40,False
48,White,Male,married,Husband,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,40,True
30,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,finished 12th class without diploma,75,False
40,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,50,True
37,,Male,separated,Own-child,United States,protective services sector,local government,0,0,college for less than one year,52,False
26,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,40,False
53,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,master's degree,40,False
23,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
61,White,Male,married,Husband,Poland,craft and repair sector,private sector employee,7688,0,finished 8th class,40,True
36,Asian-Pac-Islander,Female,never married,Other-relative,,sales sector,private sector employee,0,0,high school graduate,40,False
46,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,associate's degree,40,False
39,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,40,True
34,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,master's degree,40,True
28,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,55,False
58,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,45,True
61,Asian-Pac-Islander,Male,married,Husband,Taiwan,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,doctoral degree,40,True
21,Black,Female,never married,Own-child,United States,technology and support sector,private sector employee,0,0,college for less than one year,4,False
22,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,bachelor's degree,10,False
41,White,Female,divorced,Unmarried,United States,cleaning and maintenance sector,private sector employee,0,0,finished 11th class,40,False
38,Black,Male,married,Husband,United States,execution and management,local government,0,0,bachelor's degree,50,True
42,Black,Female,separated,Unmarried,United States,machine operator and inspector,private sector employee,0,0,finished 8th class,40,False
22,White,Male,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,25,False
60,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,50,False
37,White,Female,divorced,Unmarried,United States,professional specialty,local government,1151,0,bachelor's degree,35,False
45,White,Male,married,Husband,United States,sales sector,private sector employee,0,1902,bachelor's degree,40,True
28,,Female,married,Own-child,Dominican-Republic,service sector,private sector employee,0,0,finished 4th class,35,False
18,White,Male,never married,Own-child,United States,execution and management,private sector employee,0,0,finished 11th class,20,False
40,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,high school graduate,40,False
33,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,55,False
32,White,Female,divorced,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
39,White,Male,married,Husband,United States,professional specialty,federal government,0,0,college for one or more years without a degree,50,False
21,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,college for less than one year,20,False
34,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,6849,0,college for less than one year,70,False
41,White,Male,married,Husband,United States,execution and management,federal government,0,0,college for less than one year,40,False
52,White,Male,married,Husband,United States,technology and support sector,state government,0,0,college for less than one year,50,False
31,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,55,False
36,Black,Male,married,Husband,United States,service sector,private sector employee,7298,0,bachelor's degree,36,True
54,Black,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,True
30,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,high school graduate,40,False
37,White,Female,divorced,Unmarried,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,40,False
51,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
41,Amer-Indian-Eskimo,Female,married,Wife,United States,office and administrative support,federal government,0,0,college for less than one year,40,True
23,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,40,False
32,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,finished 12th class without diploma,40,False
62,Black,Female,widowed,Unmarried,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
38,Black,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,40,False
43,White,Male,never married,Own-child,United States,professional specialty,state government,99999,0,bachelor's degree,60,True
25,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,3325,0,bachelor's degree,40,False
35,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,master's degree,40,True
17,,Female,never married,Own-child,United States,professional specialty,private sector employee,0,0,finished 10th class,15,False
19,White,Female,never married,Other-relative,United States,,,0,0,college for less than one year,15,False
19,White,Female,never married,Own-child,United States,,,0,0,college for less than one year,40,False
28,White,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,high school graduate,50,False
63,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",10605,0,bachelor's degree,40,True
50,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,high school graduate,40,True
28,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,50,False
34,White,Male,married,Husband,El-Salvador,professional specialty,local government,0,0,high school graduate,40,False
36,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,50,True
46,White,Female,divorced,Not-in-family,United States,office and administrative support,federal government,0,0,college for less than one year,40,False
24,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
23,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,1617,college for less than one year,25,False
45,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,35,False
40,Asian-Pac-Islander,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for one or more years without a degree,40,True
51,White,Male,widowed,Not-in-family,United States,craft and repair sector,private sector employee,0,0,finished 9th class,30,False
55,White,Female,divorced,Unmarried,United States,service sector,private sector employee,0,0,college for less than one year,10,False
31,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 11th class,40,False
71,White,Female,widowed,Not-in-family,United States,,,0,0,high school graduate,20,False
65,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,college for less than one year,40,True
23,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,college for less than one year,40,False
23,White,Female,never married,Own-child,United States,execution and management,private sector employee,0,0,bachelor's degree,45,False
51,White,Female,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
27,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 10th class,48,False
24,White,Male,never married,Own-child,United States,protective services sector,local government,0,0,college for less than one year,40,False
17,White,Female,never married,Own-child,United States,office and administrative support,local government,0,0,finished 11th class,20,False
47,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,40,False
33,,Female,never married,Unmarried,El-Salvador,service sector,local government,0,0,finished 6th class,40,False
23,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
58,White,Male,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,55,False
17,White,Female,never married,Own-child,United States,private household,private sector employee,0,0,finished 12th class without diploma,18,False
31,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,finished 10th class,40,False
36,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 8th class,35,False
43,,Male,married,Husband,United States,execution and management,local government,0,1887,high school graduate,40,True
36,Black,Male,never married,Not-in-family,Puerto-Rico,machine operator and inspector,private sector employee,0,0,no schooling,40,False
42,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,30,False
29,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,bachelor's degree,40,True
38,White,Male,never married,Not-in-family,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,college for one or more years without a degree,50,False
17,White,Female,married,Own-child,United States,sales sector,private sector employee,0,0,finished 10th class,30,False
59,Black,Female,divorced,Unmarried,Jamaica,service sector,private sector employee,0,0,high school graduate,35,False
33,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,4416,0,high school graduate,40,False
51,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 9th class,40,False
45,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,high school graduate,45,True
26,White,Male,never married,Other-relative,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
51,Asian-Pac-Islander,Female,married,Wife,Taiwan,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,35,False
34,White,Female,divorced,Own-child,United States,office and administrative support,private sector employee,0,0,associate's degree,35,False
24,Black,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,35,False
43,White,Male,married,Husband,United States,craft and repair sector,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,40,False
33,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,master's degree,60,True
21,White,Female,never married,Own-child,United States,professional specialty,private sector employee,1055,0,college for less than one year,32,False
23,White,Male,never married,Own-child,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,False
51,Black,Female,separated,Not-in-family,Jamaica,service sector,private sector employee,0,0,finished 11th class,40,False
54,White,Female,widowed,Not-in-family,United States,execution and management,private sector employee,0,0,college for one or more years without a degree,40,False
41,White,Male,married,Husband,United States,office and administrative support,local government,0,0,associate's degree,40,False
21,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,55,False
46,White,Female,divorced,Unmarried,United States,sales sector,private sector employee,0,0,high school graduate,30,False
46,Black,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
35,Black,Female,never married,Unmarried,United States,service sector,private sector employee,0,0,high school graduate,40,False
50,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,master's degree,50,True
32,White,Female,never married,Own-child,United States,professional specialty,state government,0,0,bachelor's degree,40,False
50,White,Male,married,Husband,United States,execution and management,private sector employee,0,1902,bachelor's degree,40,True
40,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector",private sector employee,99999,0,high school graduate,75,True
29,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,college for one or more years without a degree,40,False
47,Black,Female,married,Not-in-family,Puerto-Rico,office and administrative support,federal government,0,0,high school graduate,40,False
40,Black,Female,separated,Unmarried,United States,sales sector,private sector employee,0,0,high school graduate,25,False
46,White,Female,married,Wife,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,master's degree,50,True
51,White,Male,married,Husband,United States,professional specialty,local government,0,0,master's degree,40,True
47,White,Female,married,Wife,Italy,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,75,False
28,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,63,False
22,Black,Male,married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,40,False
20,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
27,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
22,White,Male,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,12,False
76,Black,Male,divorced,Not-in-family,United States,"transportation, communication, and other public utilities sector",local government,0,0,finished 10th class,20,False
33,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,5013,0,college for less than one year,40,False
42,White,Female,never married,Not-in-family,United States,professional specialty,private sector employee,8614,0,master's degree,50,True
26,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
37,White,Female,divorced,Unmarried,United States,machine operator and inspector,private sector employee,0,0,finished 12th class without diploma,40,False
25,White,Female,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,associate's degree,40,False
31,White,Female,divorced,Unmarried,United States,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
46,White,Female,divorced,Own-child,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,17,False
32,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
49,White,Male,married,Husband,United States,professional specialty,local government,0,0,bachelor's degree,50,False
47,White,Female,divorced,Unmarried,United States,machine operator and inspector,private sector employee,0,0,high school graduate,30,False
60,White,Male,married,Husband,United States,craft and repair sector,federal government,0,0,college for less than one year,40,True
53,Black,Female,married,Wife,United States,office and administrative support,federal government,0,0,associate's degree,40,True
64,White,Male,married,Husband,United States,,,0,0,bachelor's degree,40,False
39,White,Male,separated,Not-in-family,United States,protective services sector,local government,0,0,high school graduate,40,False
30,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
63,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,40,True
22,Black,Female,never married,Other-relative,United States,,,0,0,college for less than one year,40,False
65,White,Male,married,Husband,United States,execution and management,local government,0,1411,finished 8th class,40,False
38,White,Male,married,Husband,United States,execution and management,federal government,0,0,college for less than one year,40,True
46,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,1977,bachelor's degree,45,True
59,White,Female,divorced,Unmarried,United States,sales sector,private sector employee,0,1762,high school graduate,30,False
67,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,10605,0,college for less than one year,10,True
23,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,30,False
38,White,Male,never married,Not-in-family,United States,execution and management,state government,0,0,associate's degree,60,False
41,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,45,False
19,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,high school graduate,20,False
30,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,40,False
36,Asian-Pac-Islander,Male,married,Husband,India,professional specialty,private sector employee,0,0,master's degree,40,False
44,White,Female,divorced,Not-in-family,United States,professional specialty,local government,8614,0,master's degree,35,True
43,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,high school graduate,60,False
28,White,Male,married,Husband,United States,sales sector,private sector employee,0,1902,college for less than one year,55,True
52,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,48,False
44,Black,Male,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,college for one or more years without a degree,40,False
20,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
50,White,Male,married,Husband,United States,execution and management,private sector employee,7688,0,high school graduate,50,True
31,White,Male,never married,Own-child,Mexico,machine operator and inspector,private sector employee,0,0,finished 8th class,40,False
42,White,Male,divorced,Not-in-family,United States,"agriculture, forestry, and fisheries sector",local government,0,0,high school graduate,40,False
46,White,Female,divorced,Unmarried,United States,professional specialty,private sector employee,6497,0,master's degree,50,False
47,White,Male,married,Husband,Peru,machine operator and inspector,private sector employee,0,0,bachelor's degree,40,False
60,White,Female,married,Wife,Germany,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for one or more years without a degree,15,True
46,Black,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,48,False
33,White,Female,separated,Own-child,United States,protective services sector,private sector employee,0,0,high school graduate,40,False
27,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
61,,Male,married,Husband,United States,,,0,0,bachelor's degree,24,True
30,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,associate's degree,40,False
42,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 11th class,47,False
47,White,Male,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,college for one or more years without a degree,50,False
31,White,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,40,False
18,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,finished 12th class without diploma,20,False
26,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,bachelor's degree,40,False
47,White,Male,separated,Not-in-family,United States,execution and management,private sector employee,99999,0,master's degree,50,True
17,White,Male,never married,Own-child,United States,,,0,0,finished 11th class,40,False
36,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
57,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,75,False
46,White,Male,married,Husband,United States,craft and repair sector,private sector employee,5013,0,high school graduate,40,False
39,White,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,high school graduate,40,True
17,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,finished 11th class,30,False
23,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,associate's degree,60,False
64,White,Male,married,Husband,United States,,,0,0,college for less than one year,10,True
46,White,Female,married,Wife,,service sector,private sector employee,0,0,finished 11th class,40,False
54,White,Male,married,Husband,United States,service sector,local government,0,0,high school graduate,40,False
41,Black,Female,divorced,Not-in-family,United States,machine operator and inspector,state government,0,0,college for less than one year,38,False
29,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,1485,college for less than one year,40,True
62,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,35,False
50,White,Male,divorced,Not-in-family,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,professional degree,50,True
34,White,Female,married,Wife,Mexico,,,0,0,finished 8th class,40,False
47,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
55,White,Male,married,Husband,England,execution and management,private sector employee,0,1977,professional degree,55,True
55,Black,Male,never married,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,finished 9th class,37,False
28,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,1980,bachelor's degree,40,False
51,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,60,True
35,White,Male,married,Husband,United States,service sector,state government,0,0,high school graduate,40,False
27,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,10520,0,bachelor's degree,45,True
47,White,Female,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,master's degree,6,False
35,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,20,False
48,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
31,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 9th class,40,False
19,White,Male,never married,Other-relative,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
66,White,Male,widowed,Not-in-family,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,86,True
62,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
70,White,Male,never married,Not-in-family,United States,execution and management,state government,0,0,bachelor's degree,40,False
42,Amer-Indian-Eskimo,Male,married,Husband,United States,professional specialty,"owner of a incorporated business, professional practice, or farm",2885,0,college for less than one year,30,False
25,White,Male,never married,Not-in-family,United States,professional specialty,private sector employee,0,0,professional degree,65,False
23,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,1573,high school graduate,30,False
29,Black,Male,never married,Unmarried,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,45,False
43,White,Male,married,Husband,United States,sales sector,private sector employee,7688,0,high school graduate,60,True
42,White,Male,married,Husband,Mexico,office and administrative support,private sector employee,0,0,finished 8th class,40,False
24,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
22,White,Female,never married,Own-child,United States,execution and management,private sector employee,0,0,bachelor's degree,40,False
62,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,42,False
51,White,Male,married,Husband,United States,professional specialty,local government,0,0,master's degree,45,False
17,White,Female,never married,Own-child,United States,office and administrative support,local government,0,0,finished 12th class without diploma,12,False
32,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for one or more years without a degree,45,False
28,White,Male,divorced,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,60,False
47,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for one or more years without a degree,40,True
67,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 8th class,40,False
23,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,30,False
50,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,65,True
31,White,Male,separated,Not-in-family,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
56,White,Male,married,Husband,United States,professional specialty,private sector employee,7688,0,doctoral degree,65,True
61,White,Female,divorced,Other-relative,United States,service sector,private sector employee,0,0,high school graduate,99,False
24,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,associate's degree,48,False
69,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,25,False
64,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,20,False
35,White,Male,married,Husband,United States,service sector,private sector employee,0,0,college for one or more years without a degree,40,False
36,Black,Female,never married,Not-in-family,United States,,,0,0,high school graduate,40,False
41,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",7298,0,high school graduate,50,True
27,White,Male,never married,Not-in-family,El-Salvador,service sector,private sector employee,0,0,finished 6th class,60,False
38,White,Male,married,Husband,Poland,sales sector,private sector employee,0,0,bachelor's degree,50,False
25,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,college for less than one year,45,False
47,White,Male,divorced,Not-in-family,United States,craft and repair sector,local government,0,0,college for less than one year,40,False
52,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,master's degree,36,False
26,Black,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
44,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,40,True
52,White,Male,never married,Not-in-family,United States,professional specialty,local government,10520,0,master's degree,45,True
20,Black,Female,never married,Unmarried,United States,service sector,local government,0,0,high school graduate,40,False
38,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,50,False
43,White,Male,married,Husband,United States,execution and management,private sector employee,3103,0,bachelor's degree,40,True
35,White,Female,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,college for less than one year,40,False
41,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 12th class without diploma,40,False
20,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,12,False
47,White,Female,divorced,Unmarried,,,,0,0,master's degree,35,False
33,White,Female,married,Wife,United States,,,3103,0,bachelor's degree,60,True
41,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,high school graduate,50,False
24,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,24,False
30,White,Male,married,Husband,United States,professional specialty,local government,0,0,bachelor's degree,80,False
24,White,Male,never married,Own-child,United States,,,0,0,finished 9th class,40,False
26,White,Female,never married,Not-in-family,United States,execution and management,state government,0,0,master's degree,40,False
17,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,finished 10th class,8,False
20,Black,Female,separated,Unmarried,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
23,White,Male,never married,Other-relative,United States,sales sector,private sector employee,0,0,high school graduate,55,False
34,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,college for less than one year,84,True
43,White,Male,married,Husband,United States,execution and management,private sector employee,15024,0,college for one or more years without a degree,40,True
40,White,Male,divorced,Unmarried,United States,craft and repair sector,private sector employee,0,0,college for one or more years without a degree,50,True
51,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
47,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,55,True
61,White,Female,divorced,Unmarried,United States,sales sector,private sector employee,0,0,finished 10th class,40,False
77,White,Female,widowed,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
31,White,Male,married,Husband,United States,office and administrative support,federal government,0,0,high school graduate,45,True
31,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",3137,0,college for one or more years without a degree,50,False
42,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 8th class,40,False
51,White,Male,married,Husband,United States,,,0,0,high school graduate,40,False
40,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,master's degree,40,True
50,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,1902,high school graduate,60,True
49,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,master's degree,40,False
